@relation singe_mother_family_test_predicted

@attribute ﻿random_ID numeric
@attribute NZDep2006 numeric
@attribute ch_asian numeric
@attribute ch_euro numeric
@attribute ch_maori numeric
@attribute ch_melaa numeric
@attribute ch_other numeric
@attribute ch_pacific numeric
@attribute m_age numeric
@attribute m_asian numeric
@attribute m_euro numeric
@attribute m_maori numeric
@attribute m_melaa numeric
@attribute m_other numeric
@attribute m_pacific numeric
@attribute m_wklfs_code numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_tenure_holder_code numeric
@attribute m_education numeric
@attribute m_work_hours numeric
@attribute m_smoke numeric
@attribute m_income_srce7 numeric
@attribute m_income_srce8 numeric
@attribute m_income_srce9 numeric
@attribute m_income_srce10 numeric
@attribute m_income_srce11 numeric
@attribute m_income_srce12 numeric
@attribute ch_sex numeric
@attribute child_depend_family_type_code numeric
@attribute heat_fuel numeric
@attribute m_family_role_code numeric
@attribute telecomm1_code numeric
@attribute telecomm2_code numeric
@attribute telecomm4_code numeric
@attribute usual_resdnt_count_code numeric
@attribute twin numeric
@attribute singparstat numeric
@attribute 'prediction margin' numeric
@attribute 'predicted total_income_hhld_code' {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute total_income_hhld_code {1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
5047,9,0,1,0,0,0,1,20,0,1,0,0,0,0,4,3,1,2,0,0,2,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.26,8,?
5089,10,0,0,1,0,0,0,25,0,0,1,0,0,0,4,3,?,2,3,0,1,0,0,0,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.209509,7,?
5093,5,0,1,0,0,0,0,23,0,1,0,0,?,0,4,3,?,2,?,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.1938,5,?
5099,8,0,0,1,0,0,0,19,0,0,1,0,0,0,3,3,0,2,3,0,1,0,0,0,0,0,0,2,31,0,1,1,2,99,2,1,2,-0.24,6,?
5111,4,0,1,1,0,0,0,36,0,1,0,0,0,0,3,2,2,2,7,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.37,7,?
5118,7,0,0,1,0,0,0,32,0,0,1,0,0,0,4,2,1,2,1,0,1,0,0,0,0,0,0,1,31,1,1,99,99,99,4,1,2,-0.19,4,?
5128,9,0,0,0,0,0,1,21,0,0,0,0,0,1,4,3,0,2,?,0,1,0,0,1,0,0,0,2,31,1,1,1,99,99,6,1,2,-0.183705,12,?
5136,7,0,1,0,0,0,1,31,0,1,0,0,0,0,2,3,0,2,2,40,2,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.15,7,?
5143,10,0,0,1,0,0,0,32,0,0,1,0,0,0,4,2,2,2,?,0,1,0,0,0,0,0,0,2,31,0,1,99,99,99,7,1,2,-0.204016,5,?
5150,9,0,1,0,0,0,0,25,0,1,0,0,0,0,2,2,0,2,0,20,1,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.24,7,?
5157,5,0,0,1,0,1,0,19,0,0,0,0,1,0,4,3,0,2,1,0,2,0,0,1,0,0,1,1,31,1,1,1,2,99,3,1,2,-0.19,13,?
5158,10,0,0,1,0,0,0,32,?,0,1,?,0,?,4,3,0,2,0,0,3,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.267439,12,?
5185,4,0,1,1,0,0,0,32,0,1,0,0,0,0,4,2,0,2,9,0,2,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.16,5,?
5191,10,0,0,1,0,0,0,33,0,?,1,?,0,?,3,3,?,?,?,0,?,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.239173,5,?
5193,8,0,1,1,0,0,1,45,0,0,0,0,0,1,2,3,2,2,?,8,1,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.1777,6,?
5195,10,0,1,1,0,0,1,25,0,1,1,0,0,0,4,4,1,2,1,0,3,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.25,5,?
5231,8,0,0,1,0,0,0,18,0,0,1,0,0,0,4,4,1,2,0,0,1,0,1,1,0,0,0,2,31,1,1,1,2,99,8,1,2,-0.47,13,?
5234,7,0,1,1,0,0,0,26,0,1,1,0,0,0,4,4,0,2,6,0,2,1,0,1,0,0,1,1,31,1,1,1,2,99,5,1,2,-0.25,14,?
5240,9,0,1,1,0,0,0,23,0,1,1,0,0,0,3,2,2,2,1,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.48,5,?
5244,8,0,1,1,0,0,0,28,0,1,1,0,0,0,4,4,6,2,7,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.19,5,?
5249,7,0,0,1,0,0,0,29,0,0,1,0,0,0,4,3,3,2,0,0,?,0,1,1,0,0,0,1,31,1,1,99,2,99,5,1,2,-0.266065,11,?
5252,10,0,0,0,0,0,0,27,0,1,0,0,0,0,4,2,0,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,5,2,2,-0.21,8,?
5255,6,0,0,1,0,0,0,37,?,?,?,?,?,?,?,3,?,?,?,0,?,0,0,0,0,0,0,2,31,1,1,99,2,99,2,1,2,-0.195373,5,?
5259,10,0,0,0,0,0,1,24,0,0,0,0,0,1,4,2,0,2,?,0,3,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.203156,6,?
5272,8,0,1,1,0,0,0,19,0,1,1,0,0,0,4,3,0,2,2,0,2,0,0,0,0,0,0,2,31,1,1,99,2,4,2,1,2,-0.21,6,?
5281,7,0,1,0,0,0,0,26,0,1,0,0,0,0,4,3,0,2,7,0,3,0,0,1,0,0,1,2,31,1,1,1,2,99,5,1,2,-0.23,14,?
5287,10,0,0,1,0,0,1,35,0,0,1,0,0,0,2,2,7,2,8,?,?,0,0,0,0,0,0,1,31,0,1,1,99,99,8,1,2,-0.273951,7,?
5289,10,0,1,1,0,0,0,22,0,1,1,0,0,0,4,2,0,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.34,5,?
5296,8,0,1,0,0,0,0,43,0,1,0,0,0,0,4,4,1,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,2,4,6,1,2,-0.16,12,?
5301,3,0,0,1,0,0,0,28,0,0,1,0,0,0,4,3,11,1,0,0,3,0,0,0,0,0,0,1,31,1,1,1,2,4,6,1,2,-0.19,14,?
5313,7,0,1,0,0,0,0,18,0,1,0,0,0,0,4,6,1,2,3,0,2,0,0,1,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.13,13,?
5332,9,1,1,1,0,0,0,28,0,1,1,0,0,0,4,2,0,2,6,0,2,0,0,0,0,0,0,1,31,?,1,99,99,99,2,1,2,-0.258232,5,?
5348,5,0,1,1,0,0,0,22,0,1,1,0,0,0,1,3,0,2,?,5,1,0,1,1,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.193029,11,?
5357,1,0,1,0,0,0,0,35,0,1,0,?,0,?,4,2,?,2,0,0,2,0,0,0,0,0,0,2,31,1,1,1,2,4,2,1,2,-0.150081,9,?
5391,9,0,0,1,0,0,0,31,0,0,1,0,0,0,1,4,2,2,?,?,3,0,0,0,0,0,0,2,31,1,1,99,99,99,4,1,2,-0.252021,4,?
5397,8,0,1,1,0,0,0,17,0,1,1,0,0,0,4,4,11,2,0,0,1,0,0,0,0,0,1,2,31,1,1,1,2,99,6,1,2,-0.28,12,?
5421,10,0,0,1,0,0,0,23,0,0,1,0,0,0,4,4,18,2,0,0,2,0,0,1,0,0,0,2,31,1,1,1,2,99,6,1,2,-0.41,13,?
5424,10,0,1,0,0,0,0,16,0,1,0,0,0,0,4,4,0,2,0,0,1,0,0,1,1,0,0,2,31,1,1,1,99,99,4,1,2,-0.21,11,?
5426,10,0,0,1,0,0,1,32,0,0,1,0,0,0,3,3,0,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.2,6,?
5442,7,1,0,0,0,0,0,29,1,0,0,0,0,0,4,?,2,?,4,0,3,0,0,0,0,0,0,1,31,?,1,99,99,4,3,1,2,-0.106518,6,?
5444,6,1,1,1,0,0,0,32,0,1,0,0,0,0,1,3,0,2,11,50,2,0,0,0,0,0,0,2,31,1,1,99,2,99,2,1,2,-0.2,5,?
5453,10,0,1,0,0,0,0,22,0,1,0,0,0,0,4,3,?,2,0,0,1,0,0,1,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.204561,13,?
5457,8,0,1,1,0,0,0,31,?,1,1,0,0,0,?,3,2,2,?,0,?,0,0,0,0,0,0,2,31,1,1,99,99,99,4,1,2,-0.180358,8,?
5459,6,0,1,1,0,0,0,41,0,1,0,0,0,0,4,6,1,2,?,0,3,0,0,1,0,0,0,2,31,1,1,1,2,4,9,1,2,-0.253685,12,?
5485,7,0,0,0,0,0,0,21,?,0,1,0,?,0,4,3,?,?,?,0,?,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.245733,6,?
5496,8,0,1,1,0,0,0,21,0,1,1,0,0,0,3,3,2,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.22,8,?
5509,8,0,0,0,0,0,0,26,0,0,0,0,0,1,2,2,?,2,7,0,?,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.235729,7,?
5512,4,0,1,0,0,0,0,34,?,?,?,0,0,?,4,3,2,?,?,0,?,0,0,0,0,0,0,1,31,1,11,1,2,4,3,1,2,-0.286351,6,?
5523,7,0,0,1,0,0,0,20,0,1,1,0,0,0,4,3,0,2,9,0,1,0,0,0,0,0,1,1,31,1,1,1,99,99,3,1,2,-0.23,7,?
5531,10,0,0,1,0,0,0,22,?,1,?,0,0,0,4,3,0,?,?,0,1,0,0,0,0,0,0,2,31,?,1,99,99,99,4,1,2,-0.213462,6,?
5532,10,1,0,1,0,0,1,23,0,0,0,0,0,1,3,3,5,2,3,0,3,0,0,0,0,0,0,2,31,?,1,1,2,4,5,1,2,-0.23,14,?
5539,8,0,1,0,0,0,1,22,0,1,0,0,0,0,4,3,1,2,1,0,2,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.22,5,?
5564,4,1,0,0,0,0,0,32,1,0,0,0,0,0,1,3,2,2,11,40,3,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.15,10,?
5566,7,0,1,0,0,0,0,24,0,1,1,0,0,0,1,3,8,1,3,?,1,0,0,0,0,1,1,2,31,1,1,1,2,99,4,1,2,-0.20947,10,?
5567,9,0,0,0,0,0,1,29,0,0,0,0,0,1,4,4,2,2,0,0,3,0,0,0,0,0,0,1,31,1,1,1,99,99,7,1,2,-0.26,7,?
5568,8,0,1,0,0,0,0,24,0,1,0,0,0,0,2,3,2,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.25,6,?
5577,10,0,1,1,0,0,0,26,0,1,1,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,2,31,0,1,1,99,99,6,1,2,-0.2,7,?
5578,9,0,1,0,0,0,0,37,0,1,0,0,0,0,4,?,0,2,0,0,2,0,0,0,0,0,0,1,31,?,1,99,99,99,4,1,2,-0.193202,5,?
5586,2,1,1,0,0,0,1,21,0,1,0,0,0,0,4,3,1,2,0,0,3,0,1,0,0,0,0,2,31,1,1,1,2,4,8,2,2,-0.24,14,?
5587,5,0,1,1,0,0,0,20,0,1,1,0,0,0,4,3,?,2,0,0,1,0,0,1,1,0,0,2,31,1,1,1,2,99,4,1,2,-0.190593,13,?
5588,10,0,1,0,0,0,0,41,0,1,?,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.257167,7,?
5598,9,0,0,1,0,0,0,22,0,0,?,0,?,?,4,3,0,2,1,0,3,0,0,1,0,0,0,2,31,1,1,1,99,99,5,1,2,-0.185421,11,?
5604,5,1,1,1,0,0,0,38,0,1,1,0,0,0,4,1,0,2,2,0,3,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.13,6,?
5608,1,0,1,0,0,0,0,37,0,1,0,0,0,0,1,3,0,2,3,20,1,0,0,1,0,0,0,1,31,1,1,99,2,4,3,1,2,-0.23,11,?
5618,10,0,1,1,0,0,0,28,0,?,1,0,?,0,4,3,?,2,0,0,?,0,0,0,0,0,0,2,31,1,11,1,99,99,5,1,2,-0.172778,12,?
5620,10,0,0,1,0,0,0,26,0,0,1,0,0,0,4,3,0,2,0,0,1,1,0,1,0,0,0,1,31,1,1,1,99,99,8,1,2,-0.2,11,?
5650,9,0,1,0,0,0,1,21,0,1,0,0,0,1,4,3,1,2,0,0,1,0,0,1,0,0,0,2,31,1,1,1,99,99,5,1,2,-0.17,11,?
5668,9,0,0,0,0,0,0,16,0,?,0,0,0,?,?,3,0,2,1,0,2,1,0,0,1,0,0,2,31,1,1,1,2,99,6,1,2,-0.272262,12,?
5672,9,0,1,1,0,0,0,34,0,1,0,0,0,0,4,3,0,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.31,6,?
5673,4,0,1,0,0,0,1,22,0,1,0,0,0,1,4,3,0,2,1,0,?,0,0,1,0,0,0,2,31,1,1,1,99,99,5,1,2,-0.172073,14,?
5698,6,0,1,0,0,0,0,20,0,1,0,0,0,0,4,3,0,2,1,0,2,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.31,7,?
5706,6,0,0,0,0,1,1,23,0,0,0,0,1,0,3,4,18,2,9,0,1,0,0,1,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.37,14,?
5709,9,0,0,0,0,0,1,24,0,0,0,0,0,1,4,5,25,2,0,0,2,0,0,0,0,0,1,2,31,1,1,1,2,99,12,1,2,-0.41,14,?
5720,2,0,1,1,0,1,0,38,0,1,0,0,0,0,4,3,1,1,8,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.15,10,?
5727,10,0,1,1,0,0,0,36,0,1,1,0,0,0,3,3,2,1,7,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.24,7,?
5735,9,0,1,1,0,0,0,28,0,1,0,0,0,0,4,3,6,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,5,1,2,-0.26,8,?
5741,9,0,0,1,0,0,0,19,0,1,1,0,0,0,4,3,0,2,0,0,1,0,0,1,0,0,1,1,31,1,1,99,99,99,4,1,2,-0.19,9,?
5744,4,0,1,0,0,0,0,35,0,1,0,?,0,0,4,3,?,2,2,0,?,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.303797,6,?
5754,10,1,0,0,0,0,0,29,1,0,0,0,0,0,4,2,2,2,13,0,3,0,0,0,0,0,0,1,31,1,1,99,2,4,3,1,2,-0.21,5,?
5759,5,0,1,1,0,0,0,21,0,1,1,0,0,0,4,4,21,2,9,0,1,0,1,1,0,0,0,1,31,1,1,1,2,99,5,1,2,-0.29,13,?
5769,9,0,0,0,0,0,0,56,0,?,?,?,0,?,1,3,26,?,?,?,1,0,0,0,0,0,0,2,33,1,1,1,2,99,5,1,2,-0.138575,13,?
5775,9,0,0,1,0,0,0,33,0,0,1,0,0,0,1,3,?,2,?,?,1,0,0,0,0,0,0,2,31,1,1,99,2,99,4,1,2,-0.163947,5,?
5800,9,0,1,1,0,0,0,17,0,1,1,0,0,0,4,?,0,2,1,0,2,0,0,0,0,0,0,2,31,?,1,99,99,99,12,1,2,-0.127385,4,?
5803,10,0,0,0,1,0,0,30,0,0,0,1,1,0,4,2,1,2,?,0,3,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.278342,5,?
5824,7,0,1,0,0,0,0,28,0,1,0,0,0,0,1,2,0,2,3,50,1,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.32,7,?
5835,9,0,1,0,0,0,0,30,0,1,0,0,0,0,4,3,2,2,11,0,2,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.2,5,?
5848,8,0,0,0,0,0,1,31,0,0,0,0,0,1,1,3,6,2,8,38,1,0,0,0,0,0,1,2,31,1,1,1,99,99,7,1,2,-0.36,13,?
5870,7,0,1,1,0,0,0,26,0,1,0,0,0,0,4,2,0,2,5,0,2,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.16,5,?
5885,7,0,0,1,0,0,0,26,0,0,1,0,0,0,4,2,?,2,8,0,2,0,0,0,0,0,0,1,31,1,1,99,2,99,2,1,2,-0.095416,5,?
5886,10,0,1,0,0,0,0,29,0,1,0,0,0,0,3,2,1,2,2,5,2,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.25,5,?
5894,6,0,1,0,0,0,0,33,?,?,1,?,0,0,4,3,0,?,?,0,2,0,0,0,0,0,0,2,31,1,1,1,2,99,5,1,2,-0.189755,7,?
5902,9,0,1,1,0,0,0,18,0,1,1,0,0,0,4,4,0,2,0,4,2,0,0,1,0,0,0,1,31,1,1,1,2,4,6,1,2,-0.36,13,?
5903,6,0,0,0,0,0,0,30,?,?,?,?,0,?,?,3,2,?,?,0,?,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.203327,5,?
5904,8,0,1,1,0,0,0,24,0,1,0,0,0,0,4,3,5,2,0,0,3,0,0,1,0,0,0,2,31,1,1,1,2,4,7,1,2,-0.4,14,?
5909,6,0,0,0,0,0,0,18,?,?,?,?,?,?,?,4,?,?,?,0,?,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.216166,14,?
5917,7,0,1,1,0,0,0,19,?,1,?,?,?,?,?,2,?,?,?,0,?,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.28898,7,?
5919,8,0,1,1,0,0,0,22,0,1,0,0,0,0,1,3,5,2,1,35,3,0,0,1,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.24,10,?
5936,7,1,0,0,0,0,0,34,1,0,0,0,0,0,1,3,1,1,?,40,3,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.189227,10,?
5938,9,0,1,1,0,0,0,26,0,1,1,0,0,0,4,3,3,?,1,0,2,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.200421,5,?
5964,8,0,1,1,0,0,0,25,0,1,1,0,0,0,4,3,0,2,2,0,1,0,0,0,0,0,0,1,31,0,1,1,99,99,5,1,2,-0.25,7,?
5969,8,0,0,0,0,0,0,24,0,0,1,?,0,0,?,?,0,?,?,0,1,0,0,0,0,0,0,2,31,1,1,99,2,99,4,1,2,-0.20597,6,?
5978,4,0,1,1,0,0,0,22,0,1,1,0,0,0,4,3,0,2,0,2,1,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.27,6,?
5994,10,0,0,1,0,0,0,24,0,1,1,0,0,0,4,4,21,2,0,0,1,0,1,1,0,0,0,1,31,1,1,1,2,99,8,1,2,-0.41,13,?
5995,8,0,0,0,0,0,1,33,0,0,0,0,0,1,4,3,4,2,6,0,3,0,0,0,0,0,0,1,31,1,1,1,99,99,5,1,2,-0.19,6,?
6009,9,0,1,0,0,0,0,21,0,1,0,0,0,0,4,3,0,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.32,6,?
6016,9,0,0,1,0,0,1,30,0,0,?,0,0,?,4,3,3,2,0,0,1,0,0,1,0,0,0,2,31,1,1,1,2,99,8,1,2,-0.302031,14,?
6024,10,0,1,1,0,0,0,21,0,1,1,0,0,0,4,?,1,?,0,0,1,0,0,0,0,0,0,1,31,?,1,99,99,99,3,1,2,-0.397776,5,?
6026,10,0,0,0,0,0,1,38,0,0,0,0,0,1,4,3,0,2,3,0,3,0,0,1,0,0,0,2,31,?,1,1,2,4,4,1,2,-0.248148,13,?
6041,2,0,0,0,1,1,0,24,0,0,0,0,1,0,1,1,1,2,4,40,1,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.26,7,?
6063,4,0,1,0,0,0,0,20,?,1,?,?,?,?,?,3,0,?,0,0,1,0,0,0,0,0,0,2,31,1,1,1,2,4,2,1,2,-0.219759,6,?
6068,10,0,0,1,0,0,0,27,0,0,1,0,0,0,4,3,1,2,1,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.21,7,?
6071,9,0,1,1,0,0,0,20,0,1,1,0,0,0,4,3,0,2,7,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.28,7,?
6081,6,0,1,0,0,0,0,35,?,0,?,?,?,0,4,4,6,?,?,0,?,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.174666,5,?
6088,4,0,1,0,0,0,0,32,0,1,0,0,0,0,4,5,2,1,8,0,3,0,0,0,0,1,1,1,31,1,1,1,2,99,7,2,2,-0.24,14,?
6102,5,0,1,0,0,0,0,27,0,1,0,0,0,0,4,3,1,2,2,0,1,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.32,6,?
6113,9,0,0,1,0,0,0,26,0,0,1,0,0,0,3,2,2,2,10,15,1,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.26,7,?
6123,6,0,1,0,0,0,0,27,0,1,0,0,0,0,4,3,0,2,?,0,1,0,0,0,0,0,0,1,31,1,1,99,2,99,4,1,2,-0.260018,6,?
6132,7,0,0,1,0,0,0,28,0,0,1,0,1,?,4,3,0,2,?,0,2,0,0,0,0,0,0,2,31,1,1,1,99,99,5,1,2,-0.214467,7,?
6134,8,0,1,0,0,0,1,23,0,1,1,0,0,0,4,?,0,2,0,0,?,0,0,0,0,0,0,1,31,0,1,99,99,99,2,1,2,-0.339777,5,?
6142,6,0,0,1,0,0,0,23,0,0,1,0,0,0,4,3,0,2,6,0,1,0,0,1,0,0,1,2,31,0,1,1,2,4,5,1,2,-0.39,14,?
6145,10,0,0,0,0,0,1,30,0,0,0,0,0,1,1,2,0,2,3,45,3,0,0,0,0,0,0,1,31,0,1,1,2,99,2,1,2,-0.17,5,?
6150,9,0,1,0,0,0,0,19,0,1,0,0,0,0,?,3,0,?,?,0,?,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.289595,7,?
6155,9,1,1,1,0,0,0,34,1,0,?,0,?,?,4,2,0,2,7,0,?,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.178979,6,?
6156,10,0,0,1,0,0,0,26,0,1,0,0,0,0,4,3,0,2,5,0,2,0,0,0,0,0,0,2,31,1,1,1,2,99,4,1,2,-0.22,7,?
6167,6,0,0,0,0,1,0,20,0,0,0,0,1,0,1,4,2,2,7,42,2,0,0,1,0,0,1,1,31,1,1,1,2,4,5,1,2,-0.29,14,?
6172,10,0,1,0,0,0,1,33,0,1,0,0,0,1,4,2,5,?,4,0,?,0,0,0,0,0,0,1,31,1,1,1,2,99,4,1,2,-0.213994,5,?
6190,5,0,1,1,0,0,0,22,0,1,0,0,0,0,2,3,1,2,?,10,3,0,0,0,0,0,0,2,31,1,1,1,2,4,2,1,2,-0.169625,14,?
6196,10,0,0,1,0,0,1,24,0,0,1,0,0,0,4,2,0,2,8,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.36,6,?
6199,10,0,1,0,0,0,0,24,0,1,0,0,0,0,4,3,0,2,9,0,3,0,0,0,0,0,0,2,31,0,1,1,2,4,2,1,2,-0.21,8,?
6204,6,0,0,1,0,0,0,26,0,0,1,0,0,0,4,2,0,2,?,0,1,0,0,1,0,0,0,1,31,1,1,1,99,99,10,1,2,-0.223438,11,?
6209,4,0,1,0,0,0,0,28,0,1,0,0,0,0,1,2,0,2,3,40,1,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.29,7,?
6221,9,0,0,1,0,0,0,22,0,0,1,0,0,0,4,1,?,2,?,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.321171,6,?
6223,10,0,0,0,0,0,1,43,0,0,0,0,0,1,3,4,7,1,6,0,3,0,1,1,0,1,0,1,33,1,1,1,2,99,14,1,2,-0.32,13,?
6225,9,0,1,1,0,0,0,28,0,1,1,0,0,0,4,4,1,2,?,0,3,0,0,0,0,0,0,2,31,1,1,1,2,99,2,1,2,-0.177332,7,?
6243,9,0,1,0,0,0,1,39,0,1,0,0,0,0,4,3,3,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.21,5,?
6260,10,0,0,1,0,0,0,29,0,0,1,0,0,0,4,3,5,2,1,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,5,1,2,-0.2,4,?
6268,8,0,0,1,0,0,1,27,0,0,1,0,0,1,4,3,10,2,2,0,3,0,0,1,0,0,0,2,31,1,1,1,2,4,5,1,2,-0.45,14,?
6277,9,0,1,0,0,0,0,21,0,1,0,0,0,0,4,1,?,2,0,0,3,0,0,0,0,0,0,2,31,0,1,1,99,99,3,1,2,-0.251409,7,?
6297,9,0,1,1,0,0,0,21,0,1,0,0,0,0,4,4,0,1,5,0,2,1,1,1,0,1,1,1,31,1,1,1,2,99,3,1,2,-0.22,11,?
6304,6,0,1,0,0,0,0,24,0,1,0,0,0,0,4,4,0,2,0,0,1,1,0,1,0,0,1,1,31,1,1,1,2,4,3,1,2,-0.29,14,?
6309,8,0,1,1,0,0,0,24,0,1,0,0,0,0,4,3,0,2,?,0,1,0,0,0,0,0,0,2,33,1,1,1,99,99,4,1,2,-0.215284,7,?
6319,7,0,1,0,0,0,0,22,0,1,0,0,0,0,1,2,0,?,?,5,?,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.30495,7,?
6324,10,0,1,1,0,0,0,33,0,1,1,0,0,0,4,2,5,1,7,0,1,0,0,0,0,0,0,1,31,1,1,99,2,99,3,1,2,-0.22,5,?
6325,8,0,1,0,0,0,0,21,0,1,0,0,0,0,3,3,1,?,0,?,1,0,0,0,0,0,0,1,31,1,1,99,99,99,3,1,2,-0.246769,5,?
6347,5,0,1,0,0,0,1,20,0,1,0,0,0,1,4,3,18,2,2,0,1,0,0,1,0,0,0,2,31,1,1,1,2,4,6,1,2,-0.44,14,?
6349,5,0,0,0,0,1,0,36,0,0,0,0,1,0,4,2,1,1,10,0,3,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.17,12,?
6364,7,0,1,0,0,0,0,21,0,1,0,0,0,0,4,4,0,2,?,0,2,0,1,0,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.290739,14,?
6370,5,0,1,0,0,0,0,17,0,1,0,0,0,0,4,3,0,2,3,0,1,0,1,0,0,0,1,1,31,1,1,1,2,99,4,1,2,-0.17,14,?
6373,7,1,0,0,0,0,0,24,1,0,0,0,0,0,1,2,0,2,12,40,3,0,0,0,0,0,0,2,31,1,1,1,2,4,2,1,2,-0.15,10,?
6389,2,0,1,0,0,0,0,27,0,1,0,0,0,0,2,3,1,2,0,6,1,0,0,0,0,0,0,2,31,1,1,1,2,99,2,1,2,-0.24,7,?
6393,9,0,1,1,0,0,1,25,0,1,1,0,0,1,4,3,2,2,2,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,7,1,2,-0.17,6,?
6397,7,0,1,0,0,0,0,23,0,1,0,0,0,0,1,2,0,2,1,40,2,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.19,7,?
6404,7,0,1,1,0,0,0,26,0,1,1,0,0,0,1,3,1,2,1,40,1,0,0,1,0,0,1,1,31,1,1,1,2,4,5,1,2,-0.2,10,?
6410,9,0,1,0,0,0,0,27,0,1,0,0,0,0,4,2,2,2,0,0,3,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.32,7,?
