random_ID,total_income_hhld_code
3879,12
3880,13
3882,14
3884,12
3886,14
3887,14
3888,12
3891,12
3892,11
3893,12
3894,8
3895,12
3896,14
3897,13
3900,13
3901,13
3903,10
3905,14
3906,12
3907,12
3908,14
3909,12
3910,12
3912,12
3913,13
3914,7
3916,12
3919,13
3920,13
3921,13
3922,13
3923,11
3924,4
3927,13
3928,14
3929,11
3930,12
3932,11
3934,10
3935,14
3936,14
3937,13
3938,13
3939,13
3940,5
3941,7
3942,12
3943,14
3944,10
3945,14
3946,8
3947,14
3948,12
3950,4
3951,6
3952,13
3953,7
3954,#REF!
3955,#REF!
3956,#REF!
3957,#REF!
3958,#REF!
3959,#REF!
3960,#REF!
3961,#REF!
3962,#REF!
3964,#REF!
3965,#REF!
3968,#REF!
3969,#REF!
3970,#REF!
3971,#REF!
3972,#REF!
3973,#REF!
3974,#REF!
3975,#REF!
3976,#REF!
3977,#REF!
3978,#REF!
3980,#REF!
3981,#REF!
3982,#REF!
3983,#REF!
3984,#REF!
3985,#REF!
3986,#REF!
3987,#REF!
3988,#REF!
3989,#REF!
3990,#REF!
3991,#REF!
3992,#REF!
3995,#REF!
3997,#REF!
3998,#REF!
3999,#REF!
4000,#REF!
4002,#REF!
4004,#REF!
4005,#REF!
4006,#REF!
4007,#REF!
4008,#REF!
4009,#REF!
4012,#REF!
4013,#REF!
4014,#REF!
4016,#REF!
4017,#REF!
4019,#REF!
4020,#REF!
4021,#REF!
4022,#REF!
4023,#REF!
4024,#REF!
4025,#REF!
4026,#REF!
4027,#REF!
4028,#REF!
4029,#REF!
4030,#REF!
4032,#REF!
4034,#REF!
4035,#REF!
4036,#REF!
4037,#REF!
4038,#REF!
4040,#REF!
4041,#REF!
4042,#REF!
4043,#REF!
4044,#REF!
4045,#REF!
4046,#REF!
4048,#REF!
4049,#REF!
4051,#REF!
4052,#REF!
4053,#REF!
4054,#REF!
4055,#REF!
4056,#REF!
4057,#REF!
4058,#REF!
4059,#REF!
4060,#REF!
4061,#REF!
4062,#REF!
4063,#REF!
4064,#REF!
4065,#REF!
4066,#REF!
4067,#REF!
4068,#REF!
4069,#REF!
4070,#REF!
4071,#REF!
4073,#REF!
4074,#REF!
4075,#REF!
4076,#REF!
4077,#REF!
4079,#REF!
4080,#REF!
4081,#REF!
4082,#REF!
4083,#REF!
4084,#REF!
4085,#REF!
4086,#REF!
4087,#REF!
4088,#REF!
4090,#REF!
4091,#REF!
4092,#REF!
4093,#REF!
4094,#REF!
4095,#REF!
4096,#REF!
4097,#REF!
4098,#REF!
4099,#REF!
4100,#REF!
4101,#REF!
4103,#REF!
4104,#REF!
4106,#REF!
4108,#REF!
4110,#REF!
4112,#REF!
4115,#REF!
4116,#REF!
4117,#REF!
4118,#REF!
4119,#REF!
4123,#REF!
4125,#REF!
4126,#REF!
4127,#REF!
4130,#REF!
4131,#REF!
4132,#REF!
4133,#REF!
4134,#REF!
4135,#REF!
4136,#REF!
4137,#REF!
4138,#REF!
4139,#REF!
4140,#REF!
4141,#REF!
4142,#REF!
4144,#REF!
4145,#REF!
4146,#REF!
4148,#REF!
4149,#REF!
4150,#REF!
4152,#REF!
4153,#REF!
4155,#REF!
4156,#REF!
4157,#REF!
4158,#REF!
4160,#REF!
4161,#REF!
4162,#REF!
4164,#REF!
4165,#REF!
4166,#REF!
4167,#REF!
4169,#REF!
4170,#REF!
4171,#REF!
4172,#REF!
4173,#REF!
4174,#REF!
4175,#REF!
4176,#REF!
4178,#REF!
4181,#REF!
4182,#REF!
4183,#REF!
4184,#REF!
4185,#REF!
4187,#REF!
4188,#REF!
4189,#REF!
4191,#REF!
4192,#REF!
4194,#REF!
4195,#REF!
4196,#REF!
4198,#REF!
4200,#REF!
4201,#REF!
4203,#REF!
4205,#REF!
4206,#REF!
4207,#REF!
4208,#REF!
4209,#REF!
4210,#REF!
4211,#REF!
4212,#REF!
4214,#REF!
4215,#REF!
4216,#REF!
4217,#REF!
4218,#REF!
4219,#REF!
4220,#REF!
4221,#REF!
4222,#REF!
4223,#REF!
4224,#REF!
4225,#REF!
4226,#REF!
4227,#REF!
4228,#REF!
4229,#REF!
4230,#REF!
4231,#REF!
4233,#REF!
4235,#REF!
4236,#REF!
4237,#REF!
4239,#REF!
4241,#REF!
4242,#REF!
4243,#REF!
4244,#REF!
4245,#REF!
4247,#REF!
4249,#REF!
4250,#REF!
4251,#REF!
4252,#REF!
4253,#REF!
4254,#REF!
4256,#REF!
4257,#REF!
4258,#REF!
4259,#REF!
4260,#REF!
4262,#REF!
4264,#REF!
4265,#REF!
4267,#REF!
4268,#REF!
4269,#REF!
4270,#REF!
4271,#REF!
4272,#REF!
4273,#REF!
4274,#REF!
4275,#REF!
4276,#REF!
4277,#REF!
4279,#REF!
4280,#REF!
4281,#REF!
4282,#REF!
4283,#REF!
4284,#REF!
4286,#REF!
4287,#REF!
4288,#REF!
4290,#REF!
4292,#REF!
4293,#REF!
4294,#REF!
4295,#REF!
4296,#REF!
4298,#REF!
4299,#REF!
4300,#REF!
4301,#REF!
4302,#REF!
4303,#REF!
4304,#REF!
4305,#REF!
4306,#REF!
4308,#REF!
4309,#REF!
4310,#REF!
4311,#REF!
4312,#REF!
4314,#REF!
4315,#REF!
4316,#REF!
4317,#REF!
4318,#REF!
4319,#REF!
4320,#REF!
4321,#REF!
4322,#REF!
4323,#REF!
4324,#REF!
4326,#REF!
4327,#REF!
4329,#REF!
4331,#REF!
4334,#REF!
4335,#REF!
4337,#REF!
4338,#REF!
4339,#REF!
4340,#REF!
4342,#REF!
4343,#REF!
4344,#REF!
4345,#REF!
4346,#REF!
4347,#REF!
4349,#REF!
4350,#REF!
4351,#REF!
4352,#REF!
4353,#REF!
4355,#REF!
4356,#REF!
4358,#REF!
4359,#REF!
4360,#REF!
4361,#REF!
4362,#REF!
4363,#REF!
4364,#REF!
4366,#REF!
4367,#REF!
4368,#REF!
4369,#REF!
4371,#REF!
4373,#REF!
4376,#REF!
4377,#REF!
4378,#REF!
4379,#REF!
4381,#REF!
4382,#REF!
4383,#REF!
4384,#REF!
4385,#REF!
4387,#REF!
4388,#REF!
4390,#REF!
4391,#REF!
4392,#REF!
4393,#REF!
4394,#REF!
4395,#REF!
4396,#REF!
4397,#REF!
4398,#REF!
4400,#REF!
4401,#REF!
4402,#REF!
4403,#REF!
4406,#REF!
4407,#REF!
4408,#REF!
4409,#REF!
4410,#REF!
4411,#REF!
4412,#REF!
4413,#REF!
4414,#REF!
4415,#REF!
4416,#REF!
4417,#REF!
4418,#REF!
4419,#REF!
4420,#REF!
4421,#REF!
4422,#REF!
4423,#REF!
4424,#REF!
4428,#REF!
4429,#REF!
4430,#REF!
4431,#REF!
4432,#REF!
4433,#REF!
4434,#REF!
4435,#REF!
4436,#REF!
4439,#REF!
4440,#REF!
4441,#REF!
4442,#REF!
4443,#REF!
4444,#REF!
4446,#REF!
4448,#REF!
4449,#REF!
4450,#REF!
4451,#REF!
4452,#REF!
4453,#REF!
4454,#REF!
4456,#REF!
4457,#REF!
4458,#REF!
4459,#REF!
4460,#REF!
4461,#REF!
4462,#REF!
4466,#REF!
4467,#REF!
4469,#REF!
4471,#REF!
4472,#REF!
4473,#REF!
4474,#REF!
4475,#REF!
4478,#REF!
4479,#REF!
4480,#REF!
4481,#REF!
4483,#REF!
4484,#REF!
4485,#REF!
4486,#REF!
4487,#REF!
4488,#REF!
4489,#REF!
4490,#REF!
4492,#REF!
4493,#REF!
4494,#REF!
4495,#REF!
4496,#REF!
4497,#REF!
4499,#REF!
4500,#REF!
4501,#REF!
4502,#REF!
4503,#REF!
4504,#REF!
4505,#REF!
4506,#REF!
4507,#REF!
4508,#REF!
4509,#REF!
4510,#REF!
4513,#REF!
4514,#REF!
4515,#REF!
4517,#REF!
4518,#REF!
4519,#REF!
4520,#REF!
4521,#REF!
4522,#REF!
4523,#REF!
4524,#REF!
4525,#REF!
4526,#REF!
4527,#REF!
4528,#REF!
4529,#REF!
4530,#REF!
4532,#REF!
4533,#REF!
4534,#REF!
4536,#REF!
4537,#REF!
4538,#REF!
4539,#REF!
4540,#REF!
4541,#REF!
4543,#REF!
4544,#REF!
4545,#REF!
4546,#REF!
4547,#REF!
4548,#REF!
4549,#REF!
4550,#REF!
4551,#REF!
4552,#REF!
4553,#REF!
4554,#REF!
4555,#REF!
4556,#REF!
4557,#REF!
4558,#REF!
4559,#REF!
4560,#REF!
4561,#REF!
4562,#REF!
4563,#REF!
4564,#REF!
4565,#REF!
4566,#REF!
4567,#REF!
4568,#REF!
4569,#REF!
4570,#REF!
4571,#REF!
4572,#REF!
4573,#REF!
4575,#REF!
4576,#REF!
4577,#REF!
4579,#REF!
4580,#REF!
4581,#REF!
4582,#REF!
4583,#REF!
4584,#REF!
4585,#REF!
4586,#REF!
4587,#REF!
4588,#REF!
4589,#REF!
4590,#REF!
4591,#REF!
4593,#REF!
4594,#REF!
4595,#REF!
4597,#REF!
4598,#REF!
4600,#REF!
4601,#REF!
4602,#REF!
4603,#REF!
4604,#REF!
4605,#REF!
4607,#REF!
4608,#REF!
4612,#REF!
4614,#REF!
4615,#REF!
4617,#REF!
4618,#REF!
4619,#REF!
4620,#REF!
4621,#REF!
4622,#REF!
4623,#REF!
4624,#REF!
4627,#REF!
4628,#REF!
4629,#REF!
4633,#REF!
4634,#REF!
4635,#REF!
4637,#REF!
4638,#REF!
4640,#REF!
4642,#REF!
4643,#REF!
4645,#REF!
4646,#REF!
4648,#REF!
4649,#REF!
4650,#REF!
4651,#REF!
4652,#REF!
4654,#REF!
4655,#REF!
4656,#REF!
4657,#REF!
4658,#REF!
4659,#REF!
4660,#REF!
4661,#REF!
4662,#REF!
4665,#REF!
4666,#REF!
4667,#REF!
4668,#REF!
4669,#REF!
4670,#REF!
4671,#REF!
4672,#REF!
4673,#REF!
4674,#REF!
4675,#REF!
4676,#REF!
4677,#REF!
4678,#REF!
4679,#REF!
4680,#REF!
4681,#REF!
4682,#REF!
4683,#REF!
4684,#REF!
4685,#REF!
4686,#REF!
4687,#REF!
4689,#REF!
4690,#REF!
4691,#REF!
4692,#REF!
4694,#REF!
4695,#REF!
4697,#REF!
4698,#REF!
4699,#REF!
4701,#REF!
4703,#REF!
4706,#REF!
4707,#REF!
4708,#REF!
4710,#REF!
4711,#REF!
4712,#REF!
4713,#REF!
4714,#REF!
4717,#REF!
4719,#REF!
4720,#REF!
4721,#REF!
4722,#REF!
4723,#REF!
4724,#REF!
4726,#REF!
4727,#REF!
4728,#REF!
4729,#REF!
4730,#REF!
4731,#REF!
4733,#REF!
4734,#REF!
4735,#REF!
4736,#REF!
4738,#REF!
4739,#REF!
4740,#REF!
4741,#REF!
4742,#REF!
4743,#REF!
4745,#REF!
4746,#REF!
4747,#REF!
4748,#REF!
4749,#REF!
4750,#REF!
4751,#REF!
4752,#REF!
4753,#REF!
4754,#REF!
4756,#REF!
4757,#REF!
4758,#REF!
4759,#REF!
4760,#REF!
4761,#REF!
4763,#REF!
4765,#REF!
4766,#REF!
4767,#REF!
4768,#REF!
4769,#REF!
4770,#REF!
4774,#REF!
4775,#REF!
4776,#REF!
4781,#REF!
4782,#REF!
4783,#REF!
4784,#REF!
4785,#REF!
4786,#REF!
4787,#REF!
4788,#REF!
4789,#REF!
4792,#REF!
4794,#REF!
4795,#REF!
4797,#REF!
4798,#REF!
4800,#REF!
4802,#REF!
4803,#REF!
4804,#REF!
4805,#REF!
4806,#REF!
4808,#REF!
4809,#REF!
4810,#REF!
4811,#REF!
4812,#REF!
4813,#REF!
4815,#REF!
4816,#REF!
4817,#REF!
4818,#REF!
4819,#REF!
4820,#REF!
4821,#REF!
4823,#REF!
4824,#REF!
4825,#REF!
4826,#REF!
4827,#REF!
4828,#REF!
4829,#REF!
4830,#REF!
4831,#REF!
4833,#REF!
4834,#REF!
4835,#REF!
4836,#REF!
4837,#REF!
4838,#REF!
4839,#REF!
4840,#REF!
4842,#REF!
4843,#REF!
4846,#REF!
4847,#REF!
4848,#REF!
4849,#REF!
4850,#REF!
4851,#REF!
4852,#REF!
4854,#REF!
4855,#REF!
4856,#REF!
4857,#REF!
4860,#REF!
4862,#REF!
4863,#REF!
4864,#REF!
4867,#REF!
4868,#REF!
4869,#REF!
4873,#REF!
4874,#REF!
4875,#REF!
4876,#REF!
4878,#REF!
4881,#REF!
4882,#REF!
4883,#REF!
4885,#REF!
4886,#REF!
4888,#REF!
4891,#REF!
4892,#REF!
4893,#REF!
4895,#REF!
4896,#REF!
4897,#REF!
4900,#REF!
4901,#REF!
4903,#REF!
4904,#REF!
4905,#REF!
4906,#REF!
4908,#REF!
4912,#REF!
4913,#REF!
4914,#REF!
4918,#REF!
4919,#REF!
4920,#REF!
4921,#REF!
4922,#REF!
4923,#REF!
4924,#REF!
4926,#REF!
4928,#REF!
4929,#REF!
4930,#REF!
4932,#REF!
4933,#REF!
4934,#REF!
4935,#REF!
4936,#REF!
4937,#REF!
4938,#REF!
4939,#REF!
4940,#REF!
4941,#REF!
4942,#REF!
4943,#REF!
4944,#REF!
4945,#REF!
4946,#REF!
4947,#REF!
4949,#REF!
4952,#REF!
4953,#REF!
4955,#REF!
4957,#REF!
4958,#REF!
4959,#REF!
4960,#REF!
4961,#REF!
4963,#REF!
4964,#REF!
4965,#REF!
4967,#REF!
4968,#REF!
4969,#REF!
4970,#REF!
4971,#REF!
4972,#REF!
4973,#REF!
4974,#REF!
4976,#REF!
4977,#REF!
4978,#REF!
4980,#REF!
4982,#REF!
4986,#REF!
4987,#REF!
4988,#REF!
4989,#REF!
4990,#REF!
4993,#REF!
4994,#REF!
4996,#REF!
4998,#REF!
4999,#REF!
5000,#REF!
5004,#REF!
5005,#REF!
5006,#REF!
5007,#REF!
5008,#REF!
5009,#REF!
5011,#REF!
5012,#REF!
5013,#REF!
5014,#REF!
5016,#REF!
5018,#REF!
5019,#REF!
5020,#REF!
5021,#REF!
5022,#REF!
5023,#REF!
5025,#REF!
5026,#REF!
5027,#REF!
5028,#REF!
5029,#REF!
5030,#REF!
5031,#REF!
5033,#REF!
5035,#REF!
5037,#REF!
5038,#REF!
5040,#REF!
5041,#REF!
5043,#REF!
5044,#REF!
5046,#REF!
5047,#REF!
5048,#REF!
5050,#REF!
5051,#REF!
5052,#REF!
5053,#REF!
5054,#REF!
5055,#REF!
5058,#REF!
5059,#REF!
5060,#REF!
5062,#REF!
5063,#REF!
5064,#REF!
5065,#REF!
5066,#REF!
5068,#REF!
5069,#REF!
5070,#REF!
5071,#REF!
5072,#REF!
5073,#REF!
5074,#REF!
5075,#REF!
5076,#REF!
5077,#REF!
5078,#REF!
5079,#REF!
5080,#REF!
5081,#REF!
5082,#REF!
5083,#REF!
5084,#REF!
5085,#REF!
5086,#REF!
5087,#REF!
5088,#REF!
5089,#REF!
5090,#REF!
5092,#REF!
5093,#REF!
5094,#REF!
5096,#REF!
5097,#REF!
5099,#REF!
5100,#REF!
5102,#REF!
5103,#REF!
5104,#REF!
5106,#REF!
5107,#REF!
5109,#REF!
5111,#REF!
5113,#REF!
5114,#REF!
5115,#REF!
5118,#REF!
5119,#REF!
5122,#REF!
5123,#REF!
5125,#REF!
5126,#REF!
5128,#REF!
5129,#REF!
5130,#REF!
5131,#REF!
5132,#REF!
5133,#REF!
5134,#REF!
5135,#REF!
5136,#REF!
5138,#REF!
5139,#REF!
5140,#REF!
5141,#REF!
5142,#REF!
5143,#REF!
5145,#REF!
5147,#REF!
5148,#REF!
5149,#REF!
5150,#REF!
5151,#REF!
5153,#REF!
5154,#REF!
5156,#REF!
5157,#REF!
5158,#REF!
5159,#REF!
5160,#REF!
5162,#REF!
5163,#REF!
5164,#REF!
5168,#REF!
5169,#REF!
5170,#REF!
5171,#REF!
5174,#REF!
5175,#REF!
5176,#REF!
5177,#REF!
5178,#REF!
5180,#REF!
5181,#REF!
5182,#REF!
5183,#REF!
5184,#REF!
5185,#REF!
5186,#REF!
5187,#REF!
5189,#REF!
5190,#REF!
5191,#REF!
5192,#REF!
5193,#REF!
5194,#REF!
5195,#REF!
5196,#REF!
5199,#REF!
5200,#REF!
5202,#REF!
5203,#REF!
5204,#REF!
5205,#REF!
5207,#REF!
5208,#REF!
5209,#REF!
5210,#REF!
5211,#REF!
5212,#REF!
5213,#REF!
5215,#REF!
5217,#REF!
5219,#REF!
5220,#REF!
5221,#REF!
5224,#REF!
5225,#REF!
5226,#REF!
5227,#REF!
5230,#REF!
5231,#REF!
5232,#REF!
5234,#REF!
5235,#REF!
5236,#REF!
5237,#REF!
5238,#REF!
5239,#REF!
5240,#REF!
5241,#REF!
5242,#REF!
5244,#REF!
5245,#REF!
5246,#REF!
5247,#REF!
5248,#REF!
5249,#REF!
5250,#REF!
5251,#REF!
5252,#REF!
5253,#REF!
5255,#REF!
5257,#REF!
5258,#REF!
5259,#REF!
5260,#REF!
5261,#REF!
5262,#REF!
5263,#REF!
5265,#REF!
5266,#REF!
5267,#REF!
5269,#REF!
5271,#REF!
5272,#REF!
5274,#REF!
5275,#REF!
5276,#REF!
5277,#REF!
5278,#REF!
5279,#REF!
5280,#REF!
5281,#REF!
5282,#REF!
5285,#REF!
5286,#REF!
5287,#REF!
5288,#REF!
5289,#REF!
5290,#REF!
5291,#REF!
5293,#REF!
5295,#REF!
5296,#REF!
5298,#REF!
5299,#REF!
5300,#REF!
5301,#REF!
5302,#REF!
5303,#REF!
5304,#REF!
5306,#REF!
5307,#REF!
5308,#REF!
5309,#REF!
5311,#REF!
5313,#REF!
5315,#REF!
5316,#REF!
5318,#REF!
5319,#REF!
5321,#REF!
5322,#REF!
5323,#REF!
5324,#REF!
5326,#REF!
5328,#REF!
5329,#REF!
5330,#REF!
5331,#REF!
5332,#REF!
5333,#REF!
5334,#REF!
5336,#REF!
5337,#REF!
5339,#REF!
5340,#REF!
5342,#REF!
5343,#REF!
5344,#REF!
5345,#REF!
5348,#REF!
5350,#REF!
5352,#REF!
5353,#REF!
5354,#REF!
5355,#REF!
5356,#REF!
5357,#REF!
5359,#REF!
5360,#REF!
5363,#REF!
5365,#REF!
5366,#REF!
5368,#REF!
5369,#REF!
5373,#REF!
5374,#REF!
5375,#REF!
5376,#REF!
5377,#REF!
5378,#REF!
5379,#REF!
5381,#REF!
5382,#REF!
5383,#REF!
5384,#REF!
5385,#REF!
5386,#REF!
5390,#REF!
5391,#REF!
5392,#REF!
5393,#REF!
5395,#REF!
5396,#REF!
5397,#REF!
5398,#REF!
5399,#REF!
5400,#REF!
5402,#REF!
5403,#REF!
5404,#REF!
5405,#REF!
5408,#REF!
5409,#REF!
5410,#REF!
5411,#REF!
5413,#REF!
5414,#REF!
5415,#REF!
5416,#REF!
5417,#REF!
5418,#REF!
5419,#REF!
5420,#REF!
5421,#REF!
5422,#REF!
5424,#REF!
5426,#REF!
5428,#REF!
5429,#REF!
5430,#REF!
5431,#REF!
5432,#REF!
5433,#REF!
5434,#REF!
5436,#REF!
5437,#REF!
5438,#REF!
5440,#REF!
5441,#REF!
5442,#REF!
5444,#REF!
5445,#REF!
5446,#REF!
5449,#REF!
5451,#REF!
5452,#REF!
5453,#REF!
5454,#REF!
5455,#REF!
5457,#REF!
5459,#REF!
5460,#REF!
5461,#REF!
5462,#REF!
5463,#REF!
5464,#REF!
5465,#REF!
5466,#REF!
5467,#REF!
5468,#REF!
5469,#REF!
5471,#REF!
5472,#REF!
5473,#REF!
5474,#REF!
5476,#REF!
5478,#REF!
5479,#REF!
5480,#REF!
5481,#REF!
5482,#REF!
5485,#REF!
5486,#REF!
5487,#REF!
5488,#REF!
5489,#REF!
5490,#REF!
5491,#REF!
5494,#REF!
5495,#REF!
5496,#REF!
5497,#REF!
5498,#REF!
5499,#REF!
5500,#REF!
5502,#REF!
5503,#REF!
5504,#REF!
5505,#REF!
5506,#REF!
5508,#REF!
5509,#REF!
5511,#REF!
5512,#REF!
5513,#REF!
5515,#REF!
5516,#REF!
5517,#REF!
5519,#REF!
5521,#REF!
5522,#REF!
5523,#REF!
5527,#REF!
5529,#REF!
5531,#REF!
5532,#REF!
5533,#REF!
5534,#REF!
5535,#REF!
5536,#REF!
5537,#REF!
5539,#REF!
5540,#REF!
5541,#REF!
5542,#REF!
5544,#REF!
5545,#REF!
5546,#REF!
5549,#REF!
5550,#REF!
5551,#REF!
5553,#REF!
5554,#REF!
5555,#REF!
5556,#REF!
5557,#REF!
5558,#REF!
5559,#REF!
5560,#REF!
5562,#REF!
5563,#REF!
5564,#REF!
5565,#REF!
5566,#REF!
5567,#REF!
5568,#REF!
5569,#REF!
5570,#REF!
5572,#REF!
5573,#REF!
5574,#REF!
5575,#REF!
5576,#REF!
5577,#REF!
5578,#REF!
5580,#REF!
5583,#REF!
5584,#REF!
5585,#REF!
5586,#REF!
5587,#REF!
5588,#REF!
5589,#REF!
5590,#REF!
5591,#REF!
5593,#REF!
5594,#REF!
5595,#REF!
5597,#REF!
5598,#REF!
5599,#REF!
5600,#REF!
5601,#REF!
5602,#REF!
5603,#REF!
5604,#REF!
5606,#REF!
5607,#REF!
5608,#REF!
5609,#REF!
5610,#REF!
5611,#REF!
5615,#REF!
5616,#REF!
5618,#REF!
5619,#REF!
5620,#REF!
5623,#REF!
5626,#REF!
5628,#REF!
5629,#REF!
5631,#REF!
5633,#REF!
5634,#REF!
5635,#REF!
5636,#REF!
5637,#REF!
5638,#REF!
5639,#REF!
5641,#REF!
5642,#REF!
5646,#REF!
5647,#REF!
5648,#REF!
5649,#REF!
5650,#REF!
5653,#REF!
5654,#REF!
5655,#REF!
5657,#REF!
5658,#REF!
5660,#REF!
5661,#REF!
5662,#REF!
5664,#REF!
5665,#REF!
5667,#REF!
5668,#REF!
5669,#REF!
5671,#REF!
5672,#REF!
5673,#REF!
5675,#REF!
5676,#REF!
5677,#REF!
5679,#REF!
5681,#REF!
5682,#REF!
5683,#REF!
5684,#REF!
5685,#REF!
5687,#REF!
5688,#REF!
5690,#REF!
5692,#REF!
5694,#REF!
5695,#REF!
5696,#REF!
5697,#REF!
5698,#REF!
5699,#REF!
5700,#REF!
5701,#REF!
5702,#REF!
5703,#REF!
5704,#REF!
5706,#REF!
5708,#REF!
5709,#REF!
5710,#REF!
5711,#REF!
5712,#REF!
5713,#REF!
5714,#REF!
5715,#REF!
5716,#REF!
5719,#REF!
5720,#REF!
5721,#REF!
5722,#REF!
5723,#REF!
5726,#REF!
5727,#REF!
5728,#REF!
5729,#REF!
5730,#REF!
5731,#REF!
5732,#REF!
5735,#REF!
5736,#REF!
5737,#REF!
5739,#REF!
5740,#REF!
5741,#REF!
5742,#REF!
5743,#REF!
5744,#REF!
5745,#REF!
5746,#REF!
5747,#REF!
5748,#REF!
5749,#REF!
5750,#REF!
5751,#REF!
5753,#REF!
5754,#REF!
5755,#REF!
5756,#REF!
5758,#REF!
5759,#REF!
5761,#REF!
5762,#REF!
5763,#REF!
5764,#REF!
5765,#REF!
5766,#REF!
5767,#REF!
5768,#REF!
5769,#REF!
5770,#REF!
5771,#REF!
5772,#REF!
5773,#REF!
5774,#REF!
5775,#REF!
5776,#REF!
5777,#REF!
5778,#REF!
5779,#REF!
5780,#REF!
5782,#REF!
5783,#REF!
5785,#REF!
5790,#REF!
5793,#REF!
5794,#REF!
5798,#REF!
5800,#REF!
5801,#REF!
5802,#REF!
5803,#REF!
5804,#REF!
5805,#REF!
5806,#REF!
5807,#REF!
5809,#REF!
5810,#REF!
5811,#REF!
5813,#REF!
5814,#REF!
5816,#REF!
5817,#REF!
5818,#REF!
5819,#REF!
5820,#REF!
5821,#REF!
5823,#REF!
5824,#REF!
5827,#REF!
5828,#REF!
5829,#REF!
5830,#REF!
5834,#REF!
5835,#REF!
5836,#REF!
5838,#REF!
5842,#REF!
5844,#REF!
5845,#REF!
5846,#REF!
5847,#REF!
5848,#REF!
5849,#REF!
5852,#REF!
5853,#REF!
5854,#REF!
5855,#REF!
5857,#REF!
5858,#REF!
5859,#REF!
5860,#REF!
5861,#REF!
5863,#REF!
5864,#REF!
5865,#REF!
5867,#REF!
5870,#REF!
5871,#REF!
5873,#REF!
5874,#REF!
5875,#REF!
5876,#REF!
5879,#REF!
5880,#REF!
5881,#REF!
5882,#REF!
5885,#REF!
5886,#REF!
5887,#REF!
5888,#REF!
5891,#REF!
5894,#REF!
5895,#REF!
5897,#REF!
5899,#REF!
5900,#REF!
5902,#REF!
5903,#REF!
5904,#REF!
5905,#REF!
5906,#REF!
5907,#REF!
5908,#REF!
5909,#REF!
5910,#REF!
5911,#REF!
5912,#REF!
5913,#REF!
5914,#REF!
5915,#REF!
5917,#REF!
5919,#REF!
5920,#REF!
5922,#REF!
5923,#REF!
5924,#REF!
5926,#REF!
5929,#REF!
5930,#REF!
5933,#REF!
5934,#REF!
5935,#REF!
5936,#REF!
5937,#REF!
5938,#REF!
5939,#REF!
5940,#REF!
5941,#REF!
5942,#REF!
5943,#REF!
5944,#REF!
5946,#REF!
5949,#REF!
5950,#REF!
5952,#REF!
5953,#REF!
5954,#REF!
5955,#REF!
5956,#REF!
5957,#REF!
5959,#REF!
5960,#REF!
5961,#REF!
5963,#REF!
5964,#REF!
5965,#REF!
5967,#REF!
5968,#REF!
5969,#REF!
5970,#REF!
5971,#REF!
5972,#REF!
5973,#REF!
5974,#REF!
5975,#REF!
5976,#REF!
5978,#REF!
5979,#REF!
5980,#REF!
5981,#REF!
5982,#REF!
5983,#REF!
5984,#REF!
5985,#REF!
5986,#REF!
5987,#REF!
5988,#REF!
5989,#REF!
5991,#REF!
5992,#REF!
5993,#REF!
5994,#REF!
5995,#REF!
5996,#REF!
5998,#REF!
5999,#REF!
6000,#REF!
6002,#REF!
6004,#REF!
6005,#REF!
6006,#REF!
6008,#REF!
6009,#REF!
6010,#REF!
6012,#REF!
6014,#REF!
6015,#REF!
6016,#REF!
6017,#REF!
6018,#REF!
6019,#REF!
6020,#REF!
6021,#REF!
6024,#REF!
6025,#REF!
6026,#REF!
6027,#REF!
6028,#REF!
6029,#REF!
6030,#REF!
6031,#REF!
6032,#REF!
6034,#REF!
6035,#REF!
6036,#REF!
6037,#REF!
6038,#REF!
6039,#REF!
6041,#REF!
6042,#REF!
6043,#REF!
6045,#REF!
6046,#REF!
6047,#REF!
6048,#REF!
6049,#REF!
6051,#REF!
6053,#REF!
6054,#REF!
6056,#REF!
6058,#REF!
6059,#REF!
6060,#REF!
6061,#REF!
6062,#REF!
6063,#REF!
6064,#REF!
6065,#REF!
6066,#REF!
6067,#REF!
6068,#REF!
6071,#REF!
6072,#REF!
6073,#REF!
6075,#REF!
6076,#REF!
6077,#REF!
6078,#REF!
6079,#REF!
6080,#REF!
6081,#REF!
6082,#REF!
6083,#REF!
6084,#REF!
6086,#REF!
6087,#REF!
6088,#REF!
6089,#REF!
6090,#REF!
6091,#REF!
6092,#REF!
6093,#REF!
6094,#REF!
6095,#REF!
6097,#REF!
6098,#REF!
6099,#REF!
6100,#REF!
6102,#REF!
6103,#REF!
6104,#REF!
6106,#REF!
6108,#REF!
6109,#REF!
6110,#REF!
6111,#REF!
6112,#REF!
6113,#REF!
6114,#REF!
6115,#REF!
6116,#REF!
6117,#REF!
6118,#REF!
6119,#REF!
6121,#REF!
6122,#REF!
6123,#REF!
6124,#REF!
6127,#REF!
6128,#REF!
6129,#REF!
6131,#REF!
6132,#REF!
6133,#REF!
6134,#REF!
6135,#REF!
6136,#REF!
6137,#REF!
6139,#REF!
6141,#REF!
6142,#REF!
6143,#REF!
6144,#REF!
6145,#REF!
6147,#REF!
6148,#REF!
6149,#REF!
6150,#REF!
6151,#REF!
6152,#REF!
6153,#REF!
6155,#REF!
6156,#REF!
6157,#REF!
6159,#REF!
6160,#REF!
6163,#REF!
6164,#REF!
6166,#REF!
6167,#REF!
6168,#REF!
6169,#REF!
