"","random_ID","NZDep2006","ch_asian","ch_euro","ch_maori","ch_melaa","ch_other","ch_pacific","m_age","m_asian","m_euro","m_maori","m_melaa","m_other","m_pacific","m_wklfs_code","d_age","d_asian","d_euro","d_maori","d_melaa","d_other","d_pacific","d_wklfs_code","bedroom_count_code","m_years_at_addr_code","m_tenure_holder_code","m_education","m_work_hours","m_smoke","m_income_srce7","m_income_srce8","m_income_srce9","m_income_srce10","m_income_srce11","m_income_srce12","d_years_at_addr_code","d_tenure_holder_code","d_education","d_work_hours","d_smoke","d_income_srce7","d_income_srce8","d_income_srce9","d_income_srce10","d_income_srce11","d_income_srce12","ch_sex","child_depend_family_type_code","d_family_role_code","heat_fuel","m_family_role_code","telecomm1_code","telecomm2_code","telecomm4_code","usual_resdnt_count_code","twin","singparstat","total_income_hhld_code","random_ID_imp","NZDep2006_imp","ch_asian_imp","ch_euro_imp","ch_maori_imp","ch_melaa_imp","ch_other_imp","ch_pacific_imp","m_age_imp","m_asian_imp","m_euro_imp","m_maori_imp","m_melaa_imp","m_other_imp","m_pacific_imp","m_wklfs_code_imp","d_age_imp","d_asian_imp","d_euro_imp","d_maori_imp","d_melaa_imp","d_other_imp","d_pacific_imp","d_wklfs_code_imp","bedroom_count_code_imp","m_years_at_addr_code_imp","m_tenure_holder_code_imp","m_education_imp","m_work_hours_imp","m_smoke_imp","m_income_srce7_imp","m_income_srce8_imp","m_income_srce9_imp","m_income_srce10_imp","m_income_srce11_imp","m_income_srce12_imp","d_years_at_addr_code_imp","d_tenure_holder_code_imp","d_education_imp","d_work_hours_imp","d_smoke_imp","d_income_srce7_imp","d_income_srce8_imp","d_income_srce9_imp","d_income_srce10_imp","d_income_srce11_imp","d_income_srce12_imp","ch_sex_imp","child_depend_family_type_code_imp","d_family_role_code_imp","heat_fuel_imp","m_family_role_code_imp","telecomm1_code_imp","telecomm2_code_imp","telecomm4_code_imp","usual_resdnt_count_code_imp","twin_imp","singparstat_imp","total_income_hhld_code_imp"
"1540",2060,4,0,0,1,0,0,0,"31","0","0","1","0","0","0","4","31","0","0","1","0","0","0","1","3","4","2","2","0","1",0,0,0,0,0,0,"3","2","11","0","3",0,0,0,0,0,0,2,31,"1","1","1",1,2,99,4,1,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1541",2061,6,0,1,0,0,0,0,"27","0","1","0","0","0","0","4","25","0","1","0","0","0","0","1","3","3","1","11","0","3",0,0,0,0,0,0,"1","1","11","40","3",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,3,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1542",2062,10,0,1,0,0,0,0,"41","0","1","0","0","0","0","4","32","0","1","0","0","0","0","2","2","1","2","1","0","1",0,0,0,0,0,0,"1","2","1","20","1",0,0,0,0,0,0,1,21,"1","1","1",1,99,99,6,1,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1543",2063,8,0,1,0,0,0,0,"32","0","0","0","0","0","0","2","33","0","1","0","0","0","0","1","4","5","2","7","1","1",1,0,0,0,0,1,"5","2","0","40","1",1,0,0,0,0,1,1,21,"1","1","1",1,2,4,4,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1544",2065,4,0,1,0,0,0,1,"24","1","1","0","0","0","1","1","32","0","1","0","0","0","0","1","4","0","2","9","40","2",0,0,0,0,0,0,"0","2","10","0","1",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,4,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1545",2067,4,0,1,0,0,0,0,"31","0","1","0","0","0","0","2","33","0","1","0","0","0","0","1","3","5","1","8","24","3",0,0,0,0,0,0,"3","1","7","40","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,3,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1546",2069,5,0,0,1,0,0,0,"19","0","1","1","0","0","0","2","27","0","0","1","0","0","0","1","4","0","2","0","0","1",1,0,1,0,0,1,"0","2","0","40","1",1,0,1,0,0,1,1,21,"1","1","1",1,2,99,8,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1547",2071,10,0,1,0,0,0,0,"29","0","1","0","0","0","0","4","29","0","1","0","0","0","0","1","2","2","2","1","0","3",0,0,0,0,0,0,"2","2","10","40","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,4,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1548",2072,1,0,1,0,0,0,0,"32","0","1","0","0","0","0","1","32","0","1","0","0","0","0","1","4","4","1","2","0","3",0,0,0,0,0,0,"4","1","11","45","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,5,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1549",2073,9,0,1,1,0,0,0,"16","0","1","1","0","0","0","4","29","0","1","0","0","0","0","1","3","15","2","0","0","3",0,0,0,0,0,0,"0","2","8","0","1",0,0,0,0,0,0,1,31,"1","1","1",99,2,99,5,1,2,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1550",2076,10,0,0,0,0,0,1,"22","0","0","0","0","0","1","1","37","0","0","0","0","0","1","1","4","8","2","7","40","3",0,0,0,0,1,0,"3","2","0","0","3",0,0,0,0,0,0,1,33,"1","1","1",1,2,99,8,1,2,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1551",2078,6,1,0,0,0,0,0,"43","1","0","0","0","0","0","4","31","1","0","0","0","0","0","1","2","2","2","4","0","3",0,0,0,0,0,0,"0","2","11","0","3",0,0,0,0,0,0,2,31,"1","1","1",99,2,4,3,1,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1552",2079,1,0,1,0,0,0,0,"32","0","1","0","0","0","0","4","32","0","1","0","0","0","0","1","3","2","1","11","0","1",0,0,0,0,0,0,"2","1","3","62","1",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,4,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1553",2080,3,0,0,0,0,0,0,"40","0","1","0","0","0","0","1","36","0","1","0","0","0","0","1","5","1","1","11","0","3",0,0,0,0,0,0,"4","1","11","0","3",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,7,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1554",2081,7,0,0,0,0,1,0,"34","0","0","0","0","1","0","4","30","0","1","0","0","0","0","1","4","2","1","11","0","2",0,0,0,0,0,0,"2","1","2","45","2",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,5,1,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1555",2083,3,0,0,1,0,0,0,"19","0","0","1","0","0","0","3","31","0","0","1","0","0","0","1","3","0","2","2","25","2",0,0,1,0,0,0,"0","2","3","0","3",0,0,0,0,0,0,1,31,"1","1","1",1,2,4,5,1,2,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1556",2085,5,0,0,0,0,1,0,"32","0","1","0","0","0","0","4","32","0","0","0","0","1","0","1","3","1","1","12","0","3",0,0,0,0,0,0,"3","1","11","60","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,3,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1557",2086,7,0,1,1,0,0,0,"26","0","1","0","0","0","0","4","25","0","1","1","0","0","0","1","4","0","2","0","0","1",0,0,0,0,0,0,"0","2","0","45","3",0,0,0,0,0,0,1,21,"1","1","1",99,2,4,3,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1558",2089,10,0,0,0,0,0,0,"30","0","0","0","0","0","0","4","44","0","1","0","0","0","0","1","3","2","2","10","0","3",0,0,0,0,0,0,"2","2","0","0","3",0,0,0,0,0,0,2,31,"1","1","1",99,2,4,6,1,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1559",2090,7,0,0,1,0,0,0,"22","0","0","1","0","0","0","4","21","0","0","1","0","0","0","1","3","5","2","9","0","1",0,0,0,0,0,0,"6","2","0","64","1",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,3,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1560",2091,2,0,1,0,0,0,0,"38","0","1","0","0","0","0","4","42","0","1","0","0","0","0","1","4","4","1","9","0","2",0,0,0,0,0,0,"6","1","11","55","2",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,5,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1561",2092,7,0,1,0,0,0,0,"24","0","1","0","0","0","0","2","27","0","1","0","0","0","0","1","4","4","1","2","10","3",0,0,0,0,0,0,"4","1","2","45","3",0,0,0,0,0,0,2,21,"1","1","1",99,2,99,4,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1562",2094,8,0,1,0,0,0,0,"23","0","1","0","0","0","0","4","24","0","1","0","0","0","0","1","2","3","2","0","0","3",0,0,0,0,0,0,"1","2","1","50","1",0,0,0,0,0,0,1,21,"1","1","1",1,99,99,4,1,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1563",2095,10,0,0,1,0,0,0,"23","0","0","1","0","0","0","4","24","0","0","1","0","0","0","1","3","1","2","6","0","2",0,0,0,0,0,0,"0","2","0","0","2",0,0,0,0,0,0,2,21,"1","1","1",1,99,99,4,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1564",2096,4,0,1,0,0,0,0,"17","0","1","0","0","0","0","4","26","0","1","0","0","0","0","1","4","0","2","0","0","1",0,0,0,0,1,1,"0","2","8","50","3",0,0,0,0,1,1,1,21,"1","1","1",1,2,4,6,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1565",2099,9,0,0,0,0,1,0,"27","0","0","0","0","1","0","4","32","0","1","0","0","0","0","1","3","0","2","0","0","2",0,0,0,0,0,0,"0","2","1","50","1",0,0,0,0,0,0,2,31,"1","1","1",99,2,99,2,1,3,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1566",2100,10,0,0,1,0,0,0,"31","0","0","1","0","0","0","1","31","0","0","1","0","0","0","1","4","15","1","0","0","1",0,0,0,0,0,0,"3","2","2","40","1",0,0,0,0,0,0,2,21,"1","1","1",1,2,99,9,2,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1567",2101,2,0,1,0,0,0,0,"34","0","1","0","0","0","0","2","40","0","1","0","0","0","0","1","5","2","1","0","4","1",0,0,0,0,0,0,"0","1","0","65","1",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,5,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1568",2102,7,0,1,0,0,0,0,"31","0","1","0","0","0","0","4","34","0","1","0","0","0","0","1","3","3","1","2","0","3",0,0,0,0,0,0,"2","1","2","50","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,5,1,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1569",2103,10,0,0,1,0,0,0,"34","0","0","1","0","0","0","4","32","0","0","1","0","0","0","1","3","2","2","0","0","1",0,0,0,0,0,0,"0","2","0","0","3",0,0,0,0,0,0,2,31,"1","1","1",99,2,4,6,1,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
