random_ID,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce10,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,total_income_hhld_code,Outlier,ExtremeValue
1181,6,0,1,0,0,0,0,28,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,5,1,2,1,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,5,1,2,11,no,no
1182,3,0,0,0,0,0,1,39,0,0,0,0,0,1,1,40,0,0,0,0,0,1,1,3,3,1,1,38,1,0,0,0,0,0,0,0,2,11,42,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,12,no,no
1184,5,0,0,0,1,0,0,36,0,0,0,1,1,0,4,33.721865,?,?,?,?,?,?,?,2,3,2,0,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,99,6,1,2,10,no,no
1185,9,0,1,0,0,0,1,21,0,1,1,0,0,1,4,23,0,0,?,0,?,0,?,3,2.788198,?,?,0,1,1,0,1,0,0,0,2.823703,2,0,0,1,1,0,1,0,0,0,2,21,1,1,1,1,2,99,6,1,1,13,no,no
1190,7,0,1,0,0,0,0,36,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,4,1,4,0,3,0,0,0,0,0,0,4,1,3,48,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13,no,no
1192,7,0,1,1,0,0,0,36,0,1,1,0,0,0,2,42,0,1,0,0,0,0,1,4,2,1,2,0,1,0,0,0,0,0,0,0,1,1,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13,no,no
1193,1,1,1,1,0,0,0,22,0,1,1,0,0,0,4,28,0,1,0,0,0,0,1,3,0,1,3,40,3,0,0,0,0,0,0,1,1,7,60,2,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,13,no,no
1195,1,0,1,0,0,0,0,34,0,1,0,0,0,0,1,34,0,1,0,0,0,0,1,4,0,1,12,8.619314,3,0,0,0,0,0,0,0,1,13,39,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14,no,no
1197,9,0,1,0,0,0,0,30.699966,?,?,?,?,?,?,?,35,0,1,0,0,0,0,1,2,2.788198,?,?,0,?,0,0,0,0,0,0,0,2,8,38,1,0,0,0,0,0,0,2,31,1,1,?,1,2,4,3,1,3,9,no,no
1198,3,0,1,0,0,0,0,36,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,4,3,1,1,0,3,0,0,0,0,0,0,2,1,2,42,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13,no,no
1199,2,0,1,0,0,0,0,33,0,1,0,0,0,0,1,41,0,1,0,0,0,0,1,4,0,1,1,55,2,0,0,0,0,0,0,2,1,11,55,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,14,yes,no
1200,7,0,0,1,0,0,0,20,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,4,0,2,1,0,1,0,1,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,8,1,2,13,no,no
1202,5,0,1,0,0,0,0,27,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,1,2,1,0,1,0,0,0,0,0,0,2,2,1,40,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,6,1,1,13,no,no
1203,7,1,0,0,0,0,0,30,1,0,0,0,0,0,2,34,1,0,0,0,0,0,1,2,3,1,11,25,3,0,0,0,0,0,0,3,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12,no,no
1204,5,0,1,0,0,0,0,39,0,1,0,0,0,0,2,42,0,1,0,0,0,0,1,4,5,1,0,5,2,0,0,0,0,0,0,5,1,1,50,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14,no,no
1205,1,0,1,0,0,0,0,32,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,3,2,1,12,0,3,0,0,0,0,0,0,1,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,no,no
1206,5,1,0,0,0,0,0,26,1,0,0,0,0,0,1,29,1,0,0,0,0,0,1,4,4,1,11,40,3,0,0,0,0,0,0,3,1,8,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,14,no,no
1207,6,0,1,0,0,0,0,33,0,1,0,0,0,0,4,33,0,0,0,0,1,0,1,4,0,1,10,0,3,0,0,0,0,0,0,2,1,10,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,12,no,no
1208,7,1,0,0,0,0,0,30,1,0,0,0,0,0,4,21,1,0,0,0,0,0,1,4,2,2,7,0,3,0,0,0,0,0,1,2,2,1,34.026761,3,0,0,0,0,0,1,2,21,1,1,1,1,2,4,5,1,1,14,no,no
1209,5,0,0,0,0,1,0,23,0,0,0,0,1,0,4,33,0,0,0,0,1,0,1,3,1,2,1,0,2,0,0,0,0,0,0,1,2,3,42,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,11,no,no
1210,7,0,1,0,0,0,0,33,0,1,0,0,0,0,1,41,0,1,0,0,0,0,1,3,0,1,11,40,3,0,0,0,0,0,0,0,1,10,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13,no,no
1211,2,0,1,1,0,0,0,34,0,1,0,0,0,0,4,30,0,0,1,0,0,0,1,3,2,1,2,0,3,0,0,0,0,0,0,3,1,8,55,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,11,no,no
1212,8,0,0,0,0,0,1,32,0,0,0,0,0,1,4,33,0,0,0,0,0,1,4,3,0,2,1,0,3,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,5,1,1,7,no,no
1213,10,0,1,0,0,0,0,51,0,1,0,0,0,0,1,53,0,1,0,0,0,0,1,3,27,1,0,34,3,0,0,0,0,0,0,30,1,8,60,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,7,1,1,13,yes,yes
1215,8,0,0,1,0,0,0,21,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,?,1,99,99,99,2,1,2,7,no,no
1216,2,0,0,0,0,1,0,41,0,0,0,0,1,0,4,37,0,0,0,0,1,0,1,4,0,1,2,0,2,0,0,0,0,0,0,0,2,11,48,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,12,no,no
1218,10,0,0,0,0,0,1,31,0,0,0,0,0,1,4,33,0,0,0,0,0,1,1,4,2,2,0,0,3,0,0,0,0,0,0,2,2,?,45,3,0,0,0,0,0,0,2,21,1,0,1,99,2,4,4,1,1,10,no,no
1219,2,0,1,1,0,0,0,29,0,1,?,0,?,0,4,30,0,1,0,0,1,0,1,4,2,?,10,0,2,0,0,0,0,0,0,5,1,?,46,2,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,13,no,no
1220,8,0,0,1,0,0,0,20,0,0,1,?,0,0,4,21,?,0,?,?,0,?,4,2,0,2,1,0,1,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,11,no,no
1221,7,0,0,0,0,0,0,23,?,0,?,?,?,?,3,33.721865,?,?,?,?,?,?,?,3,2.788198,?,?,0,1,1,0,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,99,16,1,2,14,yes,no
1223,1,0,1,0,0,0,0,30,0,1,0,0,0,0,2,39,0,1,0,0,0,0,1,4,4,1,9,20,2,0,0,0,0,0,0,1,1,12,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14,no,no
1224,6,0,0,0,0,0,0,22,0,0,?,0,?,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,7,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,99,2,1,2,7,no,no
1227,6,0,1,1,0,0,0,25,0,1,0,0,0,0,4,29,0,0,1,0,0,0,1,4,1,2,9,0,2,0,0,0,0,0,0,3,2,?,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,13,no,no
1228,10,0,0,0,0,0,1,30.699966,?,?,?,?,?,?,?,39,0,0,0,0,0,1,1,2,2.788198,?,?,0,?,0,0,0,0,0,0,2.823703,2,0,40,1,0,0,0,0,0,0,2,31,1,?,?,1,99,99,5,1,3,8,no,no
1229,7,0,1,0,0,0,0,35,0,0,?,0,1,0,4,33.721865,?,?,?,?,?,?,?,2,0,?,6,0,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,2,1,2,9,no,no
1230,10,0,0,1,0,0,0,25,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,7,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,3,1,2,6,no,no
1232,1,0,1,0,0,0,0,38,0,1,0,0,0,0,1,34,0,0,0,0,1,0,1,3,1,1,2,38,1,0,0,0,0,0,0,2,1,8,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14,no,no
1234,8,0,1,1,0,0,0,24,0,1,1,0,0,0,4,21,0,1,1,0,0,0,1,2,0,2,7,0,2,0,0,0,0,0,0,1,2,?,40,2,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,4,no,no
1235,4,0,1,0,0,0,0,18,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,1,2,0,0,1,0,1,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,5,1,2,14,no,no
1236,5,0,1,0,0,0,0,31,0,1,0,0,0,0,2,30,0,1,0,0,0,0,1,2,1,2,8,8,3,0,0,0,0,0,0,4,2,8,50,?,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14,no,no
1237,6,0,1,0,0,0,0,40,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,4,0,1,11,0,3,0,0,0,0,0,0,0,1,13,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12,no,no
1238,10,0,1,1,0,0,0,26,0,1,1,0,0,0,4,42,0,0,1,?,0,?,1,3,0,?,8,20,1,0,0,0,0,0,0,2.823703,2,0,40,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,3,1,1,9,no,no
1239,8,0,0,1,0,0,0,25,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,4,1,2,?,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,7,1,2,5,no,no
1240,3,0,1,0,0,0,0,34,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,3,1,1,12,12,3,0,0,0,0,0,0,2,1,13,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14,no,no
1241,8,0,1,0,0,0,0,23,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,0,2,1,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,3,1,2,7,no,no
1243,7,0,0,1,0,0,0,40,0,0,1,0,0,0,2,28,0,0,1,0,0,0,1,3,16,?,6,40,3,0,0,0,0,0,0,2.823703,2,0,0,?,0,0,0,0,0,0,2,23,1,?,1,1,99,99,6,1,1,13,no,no
1245,10,0,0,1,0,0,0,20,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,0,2,0,0,1,0,0,1,0,1,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,8,1,2,11,no,no
1246,6,0,1,0,0,0,0,38,0,1,0,0,0,0,2,33.721865,?,?,?,?,?,?,?,2,10,1,2,30,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,2,1,2,7,no,no
1247,7,0,1,0,0,0,0,30,0,1,0,0,0,0,4,32,?,1,?,0,?,0,?,4,4,1,8,0,3,0,0,0,0,0,0,2.823703,?,11,0,?,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,7,no,no
1248,4,0,1,0,0,0,0,37,0,1,0,0,0,0,1,31,0,1,0,0,0,0,1,4,0,2,11,45,3,0,0,0,0,0,0,0,2,4,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13,yes,no
1250,3,0,1,1,0,0,0,33,0,1,0,0,0,0,1,31,0,1,1,0,0,0,1,3,0,1,8,45,3,0,0,0,0,0,0,5,1,3,70,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14,yes,no
1251,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,0,2,7,5,3,0,0,0,0,0,0,0,2,9,40,?,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14,no,no
1253,3,0,1,0,0,0,0,30,0,1,0,0,0,0,1,36,0,1,0,0,0,0,1,4,0,1,11,8.619314,3,0,0,0,0,0,0,3,1,11,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14,no,no
1255,10,0,1,1,0,0,1,32,0,1,1,0,0,0,4,36,0,0,0,0,0,1,1,4,6,1,1,0,3,0,0,0,0,0,0,3,1,6,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,12,no,no
1256,10,0,1,1,0,0,0,32,0,0,1,0,0,0,4,34,0,1,1,0,0,0,1,4,3,1,0,12,1,0,0,0,0,0,0,3,1,1,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,5,1,1,12,no,no
1257,2,1,1,0,0,0,0,25,0,1,0,0,0,0,4,35,1,1,0,0,0,0,1,3,6,1,8,5,3,0,0,0,0,0,0,6,1,11,38,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13,no,no
1258,2,0,1,0,0,0,0,30,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,4,1,1,10,0,2,0,0,0,0,0,0,0,1,2,60,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14,no,no
1259,10,0,0,1,0,0,0,19,?,0,?,0,?,?,4,33.721865,?,?,?,?,?,?,?,3,2.788198,?,?,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,4,1,2,5,no,no
1261,9,1,0,0,0,0,1,27,?,0,0,0,0,1,3,30,1,0,0,0,0,0,1,3,0,2,6,0,1,0,0,0,0,0,0,0,2,4,40,3,0,0,0,0,0,0,1,21,1,1,1,99,2,99,4,1,1,8,no,no
1263,10,0,1,1,0,0,0,18,0,1,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,1,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,99,5,1,2,9,no,no
1264,8,0,0,0,0,0,1,38,0,0,0,0,0,1,4,42,0,0,0,0,0,1,1,2,1,2,11,0,3,0,0,0,0,0,0,3,2,13,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,5,1,1,13,no,no
1265,2,0,1,0,0,0,0,27,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,4,0,2,7,0,3,0,0,0,0,0,1,0,2,11,44,3,0,0,0,0,0,1,2,21,1,1,1,1,2,4,6,1,1,14,no,no
1266,2,0,0,0,0,1,0,43,0,0,0,0,1,0,4,33.721865,?,?,?,?,?,?,?,3,2,2,2,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,5,1,2,7,no,no
1267,8,1,0,0,0,0,0,30.699966,?,?,?,?,?,?,?,30,1,0,0,0,0,0,1,4,2.788198,?,?,0,?,0,0,0,0,0,0,0,1,9,40,3,0,0,0,0,0,0,1,31,1,1,?,1,2,99,5,1,3,11,no,no
1268,9,0,1,0,0,0,0,22,0,1,0,0,0,0,2,33.721865,?,?,?,?,?,?,?,5,18,2,1,8,1,0,1,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,5,1,2,10,yes,no
1269,9,0,1,0,0,0,0,32,0,1,0,0,0,0,4,23,0,1,0,0,0,0,1,3,0,2,?,0,2,0,0,0,0,0,0,0,?,7,34.026761,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,9,no,no
1272,7,0,1,0,0,0,0,35,0,1,0,0,0,0,4,36,0,0,0,0,1,0,1,4,0,1,13,0,3,0,0,0,0,0,0,1,1,11,54,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13,no,no
1273,8,0,1,0,0,0,0,24,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,0,?,6,0,1,0,0,0,0,0,0,2,?,3,34.026761,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,9,no,no
1274,4,0,1,0,0,0,0,41,0,1,0,0,0,0,2,37,0,1,0,0,0,0,1,3,1,2,11,8,3,0,0,0,0,0,0,2,2,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13,no,no
1275,1,0,0,0,0,1,0,31,0,1,0,0,0,0,4,37,0,0,0,0,1,0,1,3,3,1,8,0,2,0,0,0,0,0,0,0,1,9,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13,no,no
1276,6,0,0,0,0,0,0,39,?,1,0,?,?,?,4,36,0,1,0,0,0,0,1,3,2.788198,1,?,0,3,0,0,0,0,0,0,5,1,8,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,10,no,no
1277,9,0,1,0,0,0,0,38,0,1,0,0,0,0,4,43,?,0,0,?,1,0,?,4,0,2,11,0,3,0,0,0,0,0,0,0,2,11,40,3,0,0,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,14,no,no
1278,4,0,1,0,0,0,0,34,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,6,1,8,0,3,0,0,0,0,0,0,8,1,8,38,?,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,14,no,no
1279,2,0,0,0,0,1,0,38,0,0,0,0,1,0,4,34,0,0,0,0,1,0,1,5,0,1,2,0,2,0,0,0,0,0,0,0,2,11,44,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,12,no,no
1283,6,0,1,0,0,0,0,31,0,1,0,0,0,0,4,24,0,1,0,0,0,0,1,4,1,2,?,0,2,0,0,0,0,0,0,0,2,9,45,2,0,0,0,0,0,0,2,21,1,1,1,99,99,99,6,1,1,10,no,no
1284,6,0,1,0,0,0,0,31,0,1,0,0,0,0,1,33.721865,?,?,?,?,?,?,?,4,2,?,?,40,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,6,1,2,11,no,no
1286,8,0,1,0,0,0,0,36,0,1,0,0,0,0,2,39,0,1,0,0,0,0,1,3,5,1,12,10,3,0,0,0,0,0,0,9,1,12,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13,no,no
1287,3,0,1,0,0,0,0,33,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,2,0,1,2,0,3,0,0,0,0,0,0,4,1,12,45,?,0,0,0,0,0,0,2,21,1,1,1,1,99,99,3,1,1,12,no,no
1288,10,0,1,1,0,0,1,29,0,1,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,6,2,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,99,2,99,7,1,2,9,no,no
1289,6,0,1,1,0,0,1,28,0,1,1,0,0,1,1,32,0,1,1,0,0,0,1,2,1,2,2,40,2,0,0,0,0,0,0,1,2,0,37,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,12,no,no
1290,6,0,1,0,0,1,0,37,0,1,0,0,1,0,4,37,0,1,0,0,1,0,1,4,3,1,8,0,3,0,0,0,0,0,0,3,1,9,38,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14,no,no
1291,3,0,1,0,0,0,0,41,0,0,0,0,0,0,2,48,0,1,0,0,0,0,1,3,6,1,4,130,2,0,0,0,0,0,0,6,1,8,98,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,13,no,yes
1292,5,0,0,0,0,0,0,29,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,0,1,4,0,3,0,0,0,0,0,0,0,1,8,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,2,1,12,no,no
1293,1,0,1,0,0,0,0,30,0,1,0,0,0,0,1,31,0,1,0,0,0,0,1,3,2,1,11,60,2,0,0,0,0,0,0,4,1,10,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,10,yes,no
1294,2,0,1,0,0,0,0,19,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,5,0,2,5,0,3,0,0,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,7,1,2,1,no,no
1296,2,0,1,0,0,0,0,29,0,1,0,0,0,0,1,29,0,1,0,0,0,0,1,3,2,1,11,40,3,0,0,0,0,0,0,1,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14,no,no
1297,10,0,0,1,0,0,0,22,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,1,2,?,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,99,99,3,1,2,7,no,no
1298,6,0,1,0,0,0,0,27,0,1,0,0,0,0,4,30,0,1,0,0,0,0,1,3,2,1,13,0,3,0,0,0,0,0,0,0,1,9,55,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14,no,no
1299,6,0,1,0,0,0,0,30,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,2,1,3,0,3,0,0,0,0,0,0,0,1,10,44,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,8,no,no
1301,7,0,0,1,0,0,0,35,0,0,1,0,0,0,4,39,0,0,1,0,0,0,1,3,2,1,11,40,1,0,0,0,0,0,0,2.823703,2,?,34.026761,?,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,14,no,no
1302,10,0,1,0,0,0,0,27,0,1,0,0,0,0,4,24,0,1,0,0,0,0,1,3,2,2,10,0,3,0,0,0,0,0,0,2,2,4,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12,no,no
1303,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,29,?,?,0,0,?,?,2,3,3,1,6,0,2,0,0,0,0,0,0,0,?,0,0,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,11,no,no
1304,6,0,1,0,0,0,0,20,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,1,0,2,7,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,2,1,2,6,no,no
1306,3,0,1,0,0,0,0,32,0,1,0,0,0,0,2,31,?,?,1,0,0,0,1,3,5,1,13,22,2,0,0,0,0,0,0,5,?,11,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,13,no,no
1307,10,0,1,1,0,0,0,19,0,1,0,0,0,0,4,26,0,1,1,0,0,0,3,3,0,2,7,0,1,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,2,21,1,1,1,1,99,99,3,1,1,6,no,no
1309,7,0,1,0,0,0,0,30,0,1,0,0,0,0,2,34,?,1,?,0,0,0,?,3,5,1,9,30,2,0,0,0,0,0,0,6,?,?,0,?,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12,no,no
1310,3,0,1,0,0,0,0,34,0,1,0,0,0,0,2,42,0,1,0,0,0,0,1,4,6,1,9,15,?,0,0,0,0,0,0,6,1,8,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,99,5,1,1,13,no,no
1311,8,0,0,0,0,0,1,30.699966,?,?,?,?,?,?,?,37,?,?,0,0,0,1,1,3,2.788198,?,?,0,?,0,0,0,0,0,0,0,?,?,34.026761,?,0,0,0,0,0,0,1,31,1,1,?,1,2,99,9,1,3,14,no,no
1313,4,0,0,0,0,1,0,20,0,0,0,0,1,0,4,33.721865,?,?,?,?,?,?,?,3,0,2,3,0,1,0,0,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,99,4,1,2,13,no,no
1315,1,0,1,1,0,0,0,30,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,4,0,2,1,0,3,0,0,0,0,0,1,0,2,2,45,3,0,0,0,0,0,1,1,21,1,1,1,1,2,4,6,1,1,14,no,no
1316,7,0,0,0,0,1,0,30,0,0,0,0,1,0,3,33.721865,?,?,?,?,?,?,?,4,8,2,0,0,1,0,0,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,99,3,1,2,11,no,no
1317,2,0,1,0,0,0,0,31,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,7,1,11,0,3,0,0,0,0,0,0,7,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,14,no,no
1318,5,0,1,0,0,0,0,33,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,0,1,2,0,3,0,0,0,0,0,0,0,1,3,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,13,no,no
1319,10,0,0,1,0,0,0,28,0,0,1,0,0,0,4,21,0,0,1,0,0,0,1,3,0,2,8,0,?,1,0,0,0,0,0,2.823703,2,2,50,?,1,0,0,0,0,0,2,21,1,1,1,1,99,99,8,1,1,10,no,no
1320,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,6,1,?,0,3,0,0,0,0,0,0,6,1,11,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,12,no,no
1321,5,0,1,0,0,0,0,33,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,4,1,2,0,3,0,0,0,0,0,1,6,1,8,48,3,0,0,0,0,0,1,1,21,1,1,1,1,2,4,6,1,1,14,no,no
1322,3,0,1,1,0,0,0,22,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,3,2,2,0,3,1,0,1,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,4,1,2,13,no,no
1323,6,0,1,0,0,0,0,26,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,3,1,11,0,3,0,0,0,0,0,0,4,1,11,70,2,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,13,no,no
