@relation 'Census-weka.filters.unsupervised.attribute.Remove-R60-61-weka.filters.unsupervised.attribute.Remove-R2-8,10-16,18-24,27-28,30-36,38-39,41-55,57-58-weka.filters.unsupervised.attribute.InterquartileRange-R2-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R11-12'

@attribute random_ID numeric
@attribute m_age numeric
@attribute d_age numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_work_hours numeric
@attribute d_years_at_addr_code numeric
@attribute d_work_hours numeric
@attribute usual_resdnt_count_code numeric
@attribute total_income_hhld_code {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
823,35,39,3,0,0,0,60,4,13
824,39,36,3,5,65,16,49,4,12
825,27,32,3,0,48,2,48,4,13
826,35,38,3,2,0,7,48,4,13
827,31,34,3,4,15,4,44,4,13
828,38,33.721865,4,2,0,2.823703,0,4,6
829,25,29,4,4,0,2.823703,4,5,13
833,21,33.721865,3.247138,2.788198,0,2.823703,0,4,5
834,28,35,3,2,0,1,0,3,9
835,33,33,3,2,0,0,45,4,14
836,32,36,2,1,6,1,40,3,10
839,25,29,3,5,0,1,34.026761,6,8
840,33,35,3,0,15,0,80,3,12
841,42,33,5,8,40,8,40,8,14
842,39,37,3,5,0,8,42,3,14
843,31,38,5,1,30,1,34.026761,3,14
844,38,33.721865,4,2.788198,0,2.823703,0,2,9
845,33,33,4,7,0,6,0,4,13
846,25,28,3,1,0,1,70,4,13
847,34,29,4,4,0,4,50,5,11
848,21,33.721865,3,2,0,2.823703,0,4,14
850,41,33.721865,2,0,0,2.823703,0,2,4
851,34,38,3,5,0,5,45,3,12
852,33,39,5,4,15,2.823703,34.026761,5,13
853,32,32,3,3,0,5,38,4,12
854,20,25,4,17,0,2.823703,40,7,14
855,27,31,4,1,4,0,70,5,12
856,25,33.721865,2,0,38,2.823703,0,2,7
857,29,32,4,0,0,3,40,3,9
858,30.699966,34,5,2.788198,0,0,14,5,13
860,28,28,3,4,0,0,45,3,9
862,31,30,3,4,40,0,40,6,13
863,32,32,3,8,0,14,34.026761,6,11
865,35,40,3,2,0,2,0,4,10
866,33,34,4,0,8,6,34.026761,5,14
867,37,42,3,0,63,0,45,3,12
868,27,33.721865,3,1,0,2.823703,0,5,12
869,35,30,3,0,0,0,6,3,2
871,27,29,4,1,8.619314,1,58,5,12
872,32,29,4,0,0,0,55,3,14
875,31,37,3,1,0,2,0,4,7
877,25,34,4,2,30,2,0,8,8
878,37,36,4,3,0,3,55,4,12
879,35,35,3,0,0,3,0,4,12
880,21,33.721865,5,0,0,2.823703,0,8,13
881,21,27,3,2,0,0,40,5,11
882,26,41,4,7,21,4,40,4,14
886,33,33.721865,4,1,0,2.823703,0,5,9
889,37,33,4,2,30,4,34.026761,6,10
890,25,33.721865,2,1,0,2.823703,0,4,7
891,36,36,3,6,0,5,44,3,14
893,26,25,4,0,2,0,42,3,12
894,38,52,5,21,8.619314,21,44,4,13
895,31,39,3,3,0,1,0,7,11
896,16,33.721865,3,2,0,2.823703,0,9,13
899,23,37,2,1,0,0,46,3,11
900,29,29,3,2,0,2,65,4,12
901,32,37,3,3,8,0,45,3,12
902,32,33,4,1,25,1,40,4,12
905,32,28,3,1,0,2.823703,34.026761,3,7
906,38,33,3,2,0,2.823703,0,4,1
907,25,33.721865,2,2,0,2.823703,0,6,7
908,31,34,4,6,4,0,48,3,11
910,24,31,3,1,0,0,50,4,12
912,20,33.721865,3,5,0,2.823703,0,4,11
914,31,27,3,0,0,2,50,4,13
916,41,43,3,0,0,0,45,4,14
917,30,29,4,0,25,0,75,3,14
918,21,33.721865,2,1,0,2.823703,0,3,7
919,29,28,5,4,0,3,38,6,12
920,29,29,3,3,0,2,40,3,12
921,30,33,3,2,37,3,50,4,14
922,26,28,4,0,14,2,62,4,12
923,36,38,5,9,0,18,72,9,12
924,30.699966,34,2,2.788198,0,0,50,5,7
925,20,33.721865,3,2,0,2.823703,0,3,8
926,24,26,3,0,8.619314,0,40,3,12
927,29,33,3,3,21,0,55,3,12
929,29,33,3,2,0,3,45,3,13
932,28,30,3,0,0,0,45,4,12
933,32,39,4,3,0,1,40,4,12
935,34,35,3,3,0,4,50,5,14
936,24,37,3,1,0,2,40,3,13
937,29,29,3,1,15,0,50,3,13
938,33,27,3,1,0,0,0,4,7
939,33,38,3,5,35,8,45,3,14
940,33,37,3,8,0,8,50,4,12
942,33,36,3,2,0,4,42,4,13
945,34,35,2,2,0,2,30,3,14
947,26,33.721865,3,0,8.619314,2.823703,0,3,7
948,31,42,4,6,0,6,68,5,14
949,28,31,5,0,16,0,50,4,13
951,23,23,3,0,0,0,48,5,10
952,31,37,3,2,45,2,46,4,13
953,28,33.721865,3,2,0,2.823703,0,4,3
954,28,33,4,7,0,7,45,5,14
955,34,39,3,0,0,0,60,4,12
956,35,36,3,2,8.619314,6,24,3,14
957,34,35,5,1,5,3,38,4,14
958,19,33.721865,5,0,0,2.823703,0,4,12
961,23,21,2,0,8.619314,0,0,3,9
962,30,32,3,3,0,5,36,3,12
965,33,37,3,2,0,2,65,3,12
966,32,33,3,2,30,1,55,6,12
967,32,36,3,0,40,1,40,4,14
969,27,33.721865,6,6,0,2.823703,0,10,14
973,36,43,4,0,20,0,35,4,13
974,38,42,5,7,10,18,60,5,13
975,27,34,3,3,16,2,30,3,11
977,29,33.721865,2,0,24,2.823703,0,3,4
978,31,30,3,0,0,0,80,5,13
979,35,47,3,1,0,11,70,3,12
980,19,20,2,2,0,2,40,4,11
981,33,35,3,2,38,2.823703,50,4,14
983,27,21,1,0,20,0,40,3,11
984,27,31,2,2,10,2,50,4,13
985,34,29,3,1,0,1,45,4,12
986,32,34,3,5,17,0,34.026761,3,13
987,34,33.721865,5,2,0,2.823703,0,3,5
988,25,38,3,0,0,0,28,3,4
989,26,34,3,2,2,2,45,4,12
990,30,33.721865,3,21,0,2.823703,0,4,8
991,39,39,3,2,22,4,40,5,14
994,28,30,3,0,14,0,40,3,12
995,34,35,3,1,0,1,40,3,13
996,38,30,3,0,40,13,40,6,13
998,31,31,3,0,0,2,40,4,12
999,18,33.721865,3,0,0,2.823703,0,4,12
1000,28,27,3,4,0,4,40,4,11
1003,39,50,2,7,8.619314,8,0,5,2
1004,34,32,3,2,10,4,40,3,14
1005,28,38,4,3,0,3,0,7,6
1006,20,23,3,0,0,0,40,10,14
1007,31,34,3,5,0,2,60,5,10
1008,33,28,3,3,14,0,0,4,11
1009,29,26,3,5,0,3,45,4,13
1010,40,35,4,1,0,0,45,4,12
1011,22,33.721865,3,0,0,2.823703,0,4,3
1012,32,31,3,2,6,0,43,7,12
1013,34,43,4,5,4,6,30,5,14
1014,32,33,3,4,0,4,37,3,13
1015,33,36,3,0,40,1,40,3,14
1016,35,36,2,6,0,6,0,4,13
1018,27,25,3,1,0,0,40,3,12
1019,31,30,3,3,50,3,45,3,14
1023,26,33.721865,3,1,0,2.823703,0,9,11
1024,31,36,3,5,23,9,34.026761,3,14
1025,31,33,3,3,0,3,45,4,12
1026,24,26,3,2,0,2.823703,0,8,12
1027,25,29,4,3,20,2.823703,34.026761,3,11
1028,42,33.721865,4,0,0,2.823703,0,5,7
1029,22,33.721865,3,3,0,2.823703,0,7,13
1030,39,35,4,8,40,9,55,4,12
1031,36,36,3,0,0,0,60,4,12
1032,33,32,3,7,50,7,60,5,8
1033,21,33.721865,3,0,0,2.823703,0,7,14
1034,36,45,4,2,24,2,45,4,13
1035,23,33.721865,3,2,40,2.823703,0,5,9
1037,34,32,2,6,0,2,52,4,12
1038,24,33.721865,3,1,15,2.823703,0,4,8
1039,25,33.721865,5,0,0,2.823703,0,7,14
1040,22,29,4,2.788198,0,2.823703,52,5,14
1041,38,37,3,1,0,3,42,5,9
1042,33,35,3,1,0,0,40,3,13
1043,36,41,3,8,21,5,65,4,13
1044,40,38,3,3,40,2,45,3,13
1045,33,33.721865,3,2,0,2.823703,0,3,7
1046,23,22,2,2,0,0,40,4,12
1047,27,30,5,4,0,2,34.026761,8,13
1048,21,26,4,0,0,2.823703,0,8,11
1049,31,42,6,9,24,15,50,5,12
1050,25,33.721865,3,1,0,2.823703,0,3,3
1054,26,32,3,3,0,2,0,5,9
1055,24,33.721865,3,2.788198,0,2.823703,0,7,6
1056,41,46,4,3,0,0,40,4,14
1057,30,32,3,4,0,3,45,3,14
1058,33,36,3,2,10,3,45,4,13
1059,30.699966,25,5,2.788198,0,0,34.026761,6,14
1060,30,33,3,2,0,2,40,3,14
1062,33,36,4,2,8,1,40,3,13
1063,31,36,3,1,0,3,60,5,12
1064,33,36,5,2,0,0,40,6,14
1066,30,38,3,3,0,3,50,4,12
1067,30,36,4,4,0,2,45,5,13
1069,33,40,5,5,0,7,45,5,13
1071,34,32,3,6,16,6,45,7,12
1072,32,34,3,3,8,3,49,4,11
1073,37,36,4,10,8.619314,9,8,4,12
1074,31,40,4,2,0,2,30,3,13
1075,30,37,2,3,0,3,40,3,7
1076,26,34,3,0,0,0,34.026761,4,11
1077,29,29,4,2,0,3,40,6,12
1079,21,24,3,2.788198,0,0,50,4,12
1080,30.699966,29,2,2.788198,0,27,0,7,6
1081,33,43,4,8,0,8,40,6,13
1082,30,41,5,2.788198,25,10,34.026761,3,12
1084,40,35,5,0,45,0,70,4,14
1085,34,34,5,3,0,2,60,3,14
1088,26,32,3,0,0,2,40,4,12
1090,28,33.721865,4,0,0,2.823703,0,4,14
1091,35,43,4,3,0,3,45,5,13
1093,39,32,3,1,48,0,0,5,7
1094,31,29,4,0,14,1,65,5,13
1095,31,30,3,1,0,5,45,5,13
1096,28,32,4,1,0,2.823703,0,3,7
1097,28,34,3,0,0,0,47,4,10
1098,35,37,3,3,38,3,40,3,13
1099,34,31,3,4,0,1,50,3,13
1100,37,30,4,4,40,5,41,4,13
1102,28,32,3,4,0,3,40,3,14
1103,32,31,4,7,0,7,55,3,14
1106,20,26,3,0,0,0,0,3,7
1108,23,33.721865,3,1,0,2.823703,0,5,6
1109,36,42,3,10,0,11,70,5,10
1110,22,33.721865,3,0,0,2.823703,0,4,3
1113,24,33.721865,5,3,0,2.823703,0,8,14
1115,29,40,3,2,24,3,40,4,13
1116,31,34,4,2,8.619314,3,44,3,12
1117,30,32,3,0,0,2,40,5,10
1118,36,38,4,10,0,10,34.026761,5,14
1119,40,42,4,2.788198,0,14,51,5,14
1120,31,27,3,0,30,7,41,6,14
1121,37,37,3,8,0,4,40,5,14
1125,43,33.721865,3,0,0,2.823703,0,4,12
1127,29,27,3,3,0,2,50,4,14
1128,35,34,4,1,0,1,40,4,14
1131,33,39,3,30,25,6,72,5,13
1132,28,30,2,0,16,0,40,3,10
1134,32,38,4,5,8,3,45,3,12
1135,27,29,3,0,0,0,45,4,12
1136,22,36,4,4,21,0,40,4,12
1137,33,37,3,6,0,9,50,4,13
1138,34,27,2,0,0,1,40,3,13
1140,25,32,3,0,0,0,43,7,14
1142,39,34,3,39,0,17,0,11,7
1143,33,36,3,3,15,5,50,4,12
1144,35,33.721865,3,0,8.619314,2.823703,0,3,8
1145,35,33,3,1,10,2,50,4,12
1146,25,24,3,0,0,0,40,5,14
1148,27,40,3,33,8.619314,18,0,10,13
1149,37,37,4,0,0,0,48,5,12
1150,33,37,2,0,25,0,20,5,12
1151,34,37,3,2.788198,0,1,34.026761,4,14
1152,33,32,5,3,0,2,34.026761,5,12
1153,27,33.721865,3,2,0,2.823703,0,5,14
1154,32,34,3,5,27,5,70,3,14
1156,32,38,3,0,0,2,45,4,14
1157,35,37,3,2,0,2,34.026761,5,11
1159,29,32,4,5,0,4,60,5,14
1161,38,33.721865,2,1,0,2.823703,0,6,5
1163,22,33.721865,3,2,0,2.823703,0,4,6
1164,25,24,3,0,0,5,40,3,12
1165,28,19,3,0,40,0,40,4,14
1166,25,26,3,0,0,0,34.026761,3,12
1167,59,49,4,2.788198,0,23,50,3,11
1168,30,29,4,0,5,0,70,4,12
1169,27,27,3,2,0,2,48,3,12
1170,31,31,3,2.788198,0,2,40,3,12
1171,34,42,3,5,0,1,30,4,12
1173,32,36,3,6,0,6,42,3,14
1174,20,33.721865,3,4,0,2.823703,0,2,7
1175,27,33,4,0,0,0,0,4,3
1176,26,32,3,0,0,0,40,4,14
1180,35,36,4,2,0,2.823703,40,3,12
1181,28,33.721865,5,1,0,2.823703,0,5,11
1182,39,40,3,3,38,0,42,5,12
1184,36,33.721865,2,3,0,2.823703,0,6,10
1185,21,23,3,2.788198,0,2.823703,0,6,13
1190,36,36,4,4,0,4,48,4,13
1192,36,42,4,2,0,0,40,4,13
1193,22,28,3,0,40,1,60,3,13
1195,34,34,4,0,8.619314,0,39,4,14
1197,30.699966,35,2,2.788198,0,0,38,3,9
1198,36,35,4,3,0,2,42,4,13
1199,33,41,4,0,55,2,55,5,14
1200,20,33.721865,4,0,0,2.823703,0,8,13
1202,27,33,3,1,0,2,40,6,13
1203,30,34,2,3,25,3,40,4,12
1204,39,42,4,5,5,5,50,4,14
1205,32,34,3,2,0,1,40,3,14
1206,26,29,4,4,40,3,40,5,14
1207,33,33,4,0,0,2,40,5,12
1208,30,21,4,2,0,2,34.026761,5,14
1209,23,33,3,1,0,1,42,4,11
1210,33,41,3,0,40,0,50,4,13
1211,34,30,3,2,0,3,55,4,11
1212,32,33,3,0,0,2,0,5,7
1213,51,53,3,27,34,30,60,7,13
1215,21,33.721865,2,0,0,2.823703,0,2,7
1216,41,37,4,0,0,0,48,5,12
1218,31,33,4,2,0,2,45,4,10
1219,29,30,4,2,0,5,46,3,13
1220,20,21,2,0,0,1,0,3,11
1221,23,33.721865,3,2.788198,0,2.823703,0,16,14
1223,30,39,4,4,20,1,40,3,14
1224,22,33.721865,2,0,0,2.823703,0,2,7
1227,25,29,4,1,0,3,40,6,13
1228,30.699966,39,2,2.788198,0,2.823703,40,5,8
1229,35,33.721865,2,0,0,2.823703,0,2,9
1230,25,33.721865,2,0,0,2.823703,0,3,6
1232,38,34,3,1,38,2,45,4,14
1234,24,21,2,0,0,1,40,4,4
1235,18,33.721865,3,1,0,2.823703,0,5,14
1236,31,30,2,1,8,4,50,4,14
1237,40,38,4,0,0,0,40,4,12
1238,26,42,3,0,20,2.823703,40,3,9
1239,25,33.721865,4,1,0,2.823703,0,7,5
1240,34,34,3,1,12,2,50,4,14
1241,23,33.721865,3,0,0,2.823703,0,3,7
1243,40,28,3,16,40,2.823703,0,6,13
1245,20,33.721865,3,0,0,2.823703,0,8,11
1246,38,33.721865,2,10,30,2.823703,0,2,7
1247,30,32,4,4,0,2.823703,0,3,7
1248,37,31,4,0,45,0,45,3,13
1250,33,31,3,0,45,5,70,3,14
1251,33,32,3,0,5,0,40,4,14
1253,30,36,4,0,8.619314,3,40,4,14
1255,32,36,4,6,0,3,45,5,12
1256,32,34,4,3,12,3,40,5,12
1257,25,35,3,6,5,6,38,4,13
1258,30,38,4,1,0,0,60,3,14
1259,19,33.721865,3,2.788198,0,2.823703,0,4,5
1261,27,30,3,0,0,0,40,4,8
1263,18,33.721865,2,0,0,2.823703,0,5,9
1264,38,42,2,1,0,3,40,5,13
1265,27,25,4,0,0,0,44,6,14
1266,43,33.721865,3,2,0,2.823703,0,5,7
1267,30.699966,30,4,2.788198,0,0,40,5,11
1268,22,33.721865,5,18,8,2.823703,0,5,10
1269,32,23,3,0,0,0,34.026761,3,9
1272,35,36,4,0,0,1,54,4,13
1273,24,33,3,0,0,2,34.026761,4,9
1274,41,37,3,1,8,2,50,4,13
1275,31,37,3,3,0,0,40,3,13
1276,39,36,3,2.788198,0,5,40,3,10
1277,38,43,4,0,0,0,40,3,14
1278,34,32,4,6,0,8,38,4,14
1279,38,34,5,0,0,0,44,4,12
1283,31,24,4,1,0,0,45,6,10
1284,31,33.721865,4,2,40,2.823703,0,6,11
1286,36,39,3,5,10,9,40,4,13
1287,33,35,2,0,0,4,45,3,12
1288,29,33.721865,3,6,0,2.823703,0,7,9
1289,28,32,2,1,40,1,37,3,12
1290,37,37,4,3,0,3,38,4,14
1291,41,48,3,6,130,6,98,5,13
1292,29,33,3,0,0,0,40,4,12
1293,30,31,3,2,60,4,50,3,10
1294,19,33.721865,5,0,0,2.823703,0,7,1
1296,29,29,3,2,40,1,40,3,14
1297,22,33.721865,2,1,0,2.823703,0,3,7
1298,27,30,3,2,0,0,55,3,14
1299,30,27,3,2,0,0,44,4,8
1301,35,39,3,2,40,2.823703,34.026761,6,14
1302,27,24,3,2,0,2,40,3,12
1303,30,29,3,3,0,0,0,4,11
1304,20,33.721865,1,0,0,2.823703,0,2,6
1306,32,31,3,5,22,5,50,5,13
1307,19,26,3,0,0,0,0,3,6
1309,30,34,3,5,30,6,0,4,12
1310,34,42,4,6,15,6,50,5,13
1311,30.699966,37,3,2.788198,0,0,34.026761,9,14
1313,20,33.721865,3,0,0,2.823703,0,4,13
1315,30,28,4,0,0,0,45,6,14
1316,30,33.721865,4,8,0,2.823703,0,3,11
1317,31,33,3,7,0,7,40,5,14
1318,33,36,4,0,0,0,40,5,13
1319,28,21,3,0,0,2.823703,50,8,10
1320,33,31,3,6,0,6,50,4,12
1321,33,36,4,4,0,6,48,6,14
1322,22,33.721865,3,3,0,2.823703,0,4,13
1323,26,36,4,3,0,4,70,4,13
1324,21,33.721865,2,0,0,2.823703,0,5,12
1326,29,32,2,0,10,0,45,3,12
1328,17,33.721865,4,9,0,2.823703,0,7,12
1329,30,36,3,2,20,2,39,4,13
1330,39,44,3,0,40,0,50,4,12
1331,32,42,3,2,15,2,42,4,13
1332,22,30,3,0,37,0,45,4,12
1333,26,32,3,2,40,0,0,3,8
1334,31,33.721865,3,0,0,2.823703,0,3,5
1336,30,30,6,5,0,15,40,8,14
1337,70,33.721865,4,2.788198,0,2.823703,0,3,6
1338,31,37,3,2,32,3,46,4,12
1339,25,23,2,0,0,0,60,5,8
1340,35,43,4,2.788198,35,4,50,5,12
1341,22,24,3,1,0,0,50,5,13
1342,36,38,4,3,0,2,50,6,13
1343,30,33,2,3,0,3,49,3,13
1344,28,33.721865,3,6,0,2.823703,0,6,14
1345,32,29,3,0,0,3,53,5,13
1347,32,33,3,1,0,1,60,4,13
1348,34,40,5,2,0,2,45,6,13
1349,24,30,2,0,0,1,50,3,9
1350,30,28,3,1,8.619314,2.823703,37,4,13
1351,33,38,3,1,0,6,20,4,12
1352,39,39,3,3,38,5,50,4,13
1354,37,36,3,2.788198,12,1,34.026761,3,14
1356,31,30,3,8,0,4,50,3,11
1357,34,32,4,0,0,0,50,3,11
1358,39,36,3,3,0,25,56,4,14
1360,29,31,3,3,20,2,75,3,12
1362,18,33.721865,3,10,0,2.823703,0,5,8
1366,35,33,3,0,28,1,50,5,14
1367,34,36,2,0,40,0,0,3,13
1368,34,36,3,5,0,5,34.026761,4,12
1370,30,37,3,0,0,0,38,4,9
1371,28,33.721865,2,5,0,2.823703,0,7,2
1372,32,37,4,3,0,3,40,5,12
1373,35,34,3,3,0,3,50,5,12
1374,32,35,3,3,35,3,55,3,12
1375,31,32,3,3,0,3,40,5,14
1376,35,34,3,3,40,0,40,3,14
1377,21,33.721865,3,0,0,2.823703,0,2,7
1378,28,33,3,2,9,2,40,3,12
1381,26,31,3,0,0,1,50,3,12
1382,32,26,3,2,0,2,38,3,13
1383,17,19,4,7,0,0,40,7,14
1384,32,35,3,3,6,2,50,3,12
1385,31,35,3,2,16,2,40,4,14
1386,26,33.721865,3,0,0,2.823703,0,2,8
1387,29,31,3,2.788198,8.619314,2,48,3,14
1388,18,33.721865,5,18,0,2.823703,0,3,7
1390,27,35,3,0,30,0,40,4,12
1391,27,30,2,2,0,2,60,3,14
1392,37,41,4,3,40,6,90,5,14
1393,28,25,3,0,0,2,48,3,9
1394,29,33.721865,3,1,0,2.823703,0,5,7
1395,30,34,3,2.788198,0,6,45,4,12
1397,37,42,4,2,0,2.823703,60,5,11
1398,30,38,3,0,12,0,45,4,14
1399,25,27,2,1,40,2,50,3,11
1400,34,32,3,1,0,0,42,3,13
1401,41,39,3,5,20,5,40,4,13
1403,34,36,4,1,0,3,40,4,13
1404,35,33.721865,4,0,0,2.823703,0,6,7
1406,20,33,2,0,0,0,45,3,10
1407,28,27,3,1,0,2.823703,34.026761,4,10
1408,27,36,3,11,0,7,70,5,10
1409,32,32,3,6,0,1,40,3,13
1410,35,35,5,2,0,4,45,5,13
1411,39,33,6,9,0,5,50,4,14
1412,30,35,2,0,24,0,80,3,12
1413,31,37,4,4,15,3,34.026761,4,14
1414,25,33.721865,5,5,0,2.823703,0,2,5
1415,33,51,3,3,0,3,55,7,10
1416,28,37,2,0,0,0,50,3,12
1419,43,44,4,2,45,2.823703,0,4,14
1421,28,29,3,0,0,0,40,3,13
1422,19,33.721865,3,21,0,2.823703,0,5,7
1423,32,37,3,3,0,2,0,3,13
1424,30,31,3,5,8.619314,3,34.026761,3,13
1425,25,33.721865,3,1,0,2.823703,0,5,3
1428,21,22,5,0,0,3,0,8,13
1430,31,28,3,0,0,0,50,4,13
1431,24,33.721865,3,3,0,2.823703,0,4,5
1432,27,33,2,3,9,2,45,3,13
1433,38,36,4,13,0,2.823703,0,4,8
1434,41,36,3,8,0,8,50,5,14
1435,28,38,4,5,8.619314,5,120,3,14
1436,27,30,3,0,0,0,60,5,11
1437,36,38,4,2,8.619314,5,34.026761,4,14
1438,20,33.721865,4,0,10,2.823703,0,8,11
1440,27,35,3,2,0,2.823703,0,6,11
1444,29,29,4,0,0,0,40,4,12
1445,28,33.721865,6,0,0,2.823703,0,6,14
1446,27,31,3,2,0,0,40,5,14
1447,26,28,4,0,0,0,50,5,14
1448,30,32,2,6,0,2,44,4,11
1450,39,32,4,0,8,0,46,4,11
1451,22,25,3,0,8.619314,2,55,3,12
1452,22,36,4,1,0,7,34.026761,5,10
1453,35,36,4,4,0,0,50,6,14
1454,26,30,3,0,0,1,40,5,13
1455,32,33.721865,3,1,0,2.823703,0,4,3
1457,35,40,3,1,0,2,56,5,13
1458,25,28,3,1,0,0,45,4,13
1459,30.699966,21,3,2.788198,0,0,60,3,11
1460,28,33.721865,3,27,0,2.823703,0,9,14
1461,39,39,4,2,0,1,45,4,14
1462,25,26,3,1,0,1,50,3,13
1463,35,37,4,2,20,2,45,5,14
1464,37,32,4,1,0,1,37,4,13
1465,25,26,2,0,40,4,0,3,11
1466,33,33,3,1,20,1,55,4,13
1468,32,33,3,0,0,2,45,4,13
1469,33,29,3,1,0,0,40,5,10
1470,31,39,2,8,0,6,100,4,14
1471,33,32,4,1,40,1,48,4,13
1472,23,33.721865,2,0,0,2.823703,0,3,4
1474,24,23,2,0,11,1,40,3,13
1476,31,33.721865,3,0,51,2.823703,0,4,12
1477,19,20,3,0,0,2.823703,0,5,4
1479,35,41,3,2,0,0,50,4,14
1480,32,39,3,3,0,4,40,4,10
1483,41,33.721865,3,4,8.619314,2.823703,0,6,11
1484,31,30,5,0,5,0,38,5,13
1485,34,34,4,0,60,2,50,4,12
1486,26,27,2,0,0,0,40,3,6
1488,32,34,3,3,8.619314,0,45,4,13
1489,29,34,3,2,0,2,50,4,13
1490,30,34,3,0,0,0,50,3,14
1491,35,36,2,6,32,2,34.026761,3,13
1493,27,33.721865,3,2.788198,8.619314,2.823703,0,3,4
1494,29,33,3,3,0,2,38,3,12
1495,30,31,2,5,0,3,50,3,14
1496,33,42,3,6,20,3,50,4,12
1497,35,43,4,4,0,4,40,3,14
1498,25,30,3,0,25,0,50,3,6
1499,35,33.721865,4,1,0,2.823703,0,5,4
1501,22,21,2,0,0,2,0,4,13
1502,27,30,3,3,0,3,50,5,11
1505,35,41,3,5,0,4,48,3,11
1506,34,32,3,10,8.619314,12,45,10,12
1507,34,34,4,1,0,5,34.026761,4,13
1508,35,33,4,0,0,0,40,4,12
1509,34,36,3,6,0,2,50,3,14
1511,35,34,5,2,0,2,40,4,14
1512,38,39,3,2,3,2,45,3,12
1514,37,36,2,5,20,5,40,5,14
1515,21,20,3,2.788198,20,0,40,3,11
1516,28,29,4,5,40,2,53,5,14
1517,29,27,2,2,34,0,45,4,13
1518,20,33.721865,3,20,30,2.823703,0,6,12
1519,21,21,3,0,0,0,40,3,8
1520,35,33,3,0,40,3,48,3,13
1521,34,33.721865,2,2.788198,0,2.823703,0,2,5
1522,32,31,3,4,0,4,50,4,11
1524,29,29,3,1,30,0,30,5,12
1525,34,33,4,0,0,2,40,7,13
1526,27,30,4,27,0,10,60,8,14
1528,34,40,4,0,30,4,50,3,13
1530,40,41,4,11,0,11,45,4,14
1532,37,43,3,0,0,1,40,3,12
1533,22,33,3.247138,2.788198,0,14,0,12,7
1534,18,33.721865,2,0,0,2.823703,0,3,9
1535,31,33,2,3,0,1,37,3,13
1536,32,29,2,2,0,0,0,4,7
1537,21,27,2,0,0,0,40,4,12
1538,31,29,4,1,40,1,40,3,14
1539,30,44,2,7,5,9,60,4,12
1540,31,32,3,0,0,0,40,3,13
1542,29,35,2,2,0,2,55,3,11
1543,28,22,4,2.788198,40,0,0,8,9
1544,32,38,3,3,40,9,34.026761,4,13
1546,45,37,3,0,0,4,45,5,13
1548,34,31,3,0,0,0,55,4,14
1549,23,24,4,0,0,0,34.026761,5,11
1550,32,33.721865,5,5,0,2.823703,0,3,7
1553,35,43,3,7,0,7,50,5,13
1554,34,36,4,2,15,0,50,5,14
1555,34,33.721865,4,7,0,2.823703,0,3,13
1558,23,20,2,2,20,2,40,3,8
1559,31,31,3,6,0,4,45,6,10
1560,29,34,4,0,20,0,50,4,14
1561,37,40,3,10,30,10,40,3,14
1562,37,42,3,3,4,3,44,4,12
1564,36,27,4,13,8,5,60,6,12
1568,36,33,4,1,0,4,46,4,14
1570,34,36,4,0,24,0,50,3,14
1575,30,33.721865,4,1,20,2.823703,0,2,9
1578,20,26,2,0,0,0,0,3,6
1579,29,29,3,0,16,2,38,3,13
1580,32,34,4,2,0,1,55,4,13
1581,41,44,3,2.788198,0,5,10,5,12
1582,37,33,3,1,0,4,45,6,12
1583,19,33.721865,3,0,0,2.823703,0,3,7
1584,29,34,1,0,40,0,34,3,12
1586,38,42,3,0,0,0,0,5,11
1587,36,30,4,0,15,4,40,4,14
1588,23,34,3,0,20,0,50,4,8
1589,29,35,3,0,50,0,40,3,14
1591,35,37,4,7,10,7,40,3,13
1592,39,36,3,9,50,8,50,4,13
1593,36,37,3,1,40,2,40,3,14
1597,30,38,2,3,70,3,50,4,14
1598,34,33.721865,3,19,0,2.823703,0,4,9
1600,36,37,4,6,4,10,44,4,10
1601,36,33.721865,2,0,0,2.823703,0,4,7
1602,33,35,3,0,0,0,0,10,8
1603,39,41,2,0,24,1,45,3,13
1604,28,31,3,3,0,7,40,4,13
1605,20,34,1,0,0,0,0,3,5
1606,31,25,3,1,0,0,60,4,13
1609,23,26,3,0,0,0,45,3,11
1610,31,47,3,0,0,0,40,4,12
1611,29,33.721865,2,0,0,2.823703,0,3,4
1612,42,33.721865,3,0,0,2.823703,0,4,9
1613,35,36,3,0,0,0,40,4,13
1614,27,39,2,0,0,1,0,4,12
1616,36,30,4,3,0,0,65,4,12
1617,19,29,2,0,40,0,40,3,11
1618,32,37,3,0,0,0,45,5,12
1619,36,37,4,9,0,9,55,5,13
1620,38,39,3,11,0,11,40,8,11
1621,26,26,3,0,0,0,50,4,11
1622,29,43,2,1,0,2,40,4,13
1623,38,40,3,2.788198,0,5,40,3,12
1624,26,32,2,3,25,0,40,3,10
1626,20,21,2,0,0,2.823703,0,4,11
1628,37,41,3,0,0,0,0,3,6
1629,39,38,3,1,0,1,50,4,14
1630,31,31,3,6,0,6,50,6,9
1631,29,33.721865,2,0,36,2.823703,0,2,6
1633,34,34,3,2,12,2,50,3,14
1634,38,34,3,0,0,0,0,4,11
1635,23,33.721865,3,4,0,2.823703,0,4,8
