@relation cenus_4000-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R45_predicted

@attribute random_ID numeric
@attribute NZDep2006 numeric
@attribute ch_asian numeric
@attribute ch_euro numeric
@attribute ch_maori numeric
@attribute ch_melaa numeric
@attribute ch_other numeric
@attribute ch_pacific numeric
@attribute m_age numeric
@attribute m_asian numeric
@attribute m_euro numeric
@attribute m_maori numeric
@attribute m_melaa numeric
@attribute m_other numeric
@attribute m_pacific numeric
@attribute m_wklfs_code numeric
@attribute d_age numeric
@attribute d_asian numeric
@attribute d_euro numeric
@attribute d_maori numeric
@attribute d_melaa numeric
@attribute d_other numeric
@attribute d_pacific numeric
@attribute d_wklfs_code numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_tenure_holder_code numeric
@attribute m_education numeric
@attribute m_work_hours numeric
@attribute m_smoke numeric
@attribute m_income_srce7 numeric
@attribute m_income_srce8 numeric
@attribute m_income_srce9 numeric
@attribute m_income_srce10 numeric
@attribute m_income_srce11 numeric
@attribute m_income_srce12 numeric
@attribute d_years_at_addr_code numeric
@attribute d_tenure_holder_code numeric
@attribute d_education numeric
@attribute d_work_hours numeric
@attribute d_smoke numeric
@attribute d_income_srce7 numeric
@attribute d_income_srce8 numeric
@attribute d_income_srce9 numeric
@attribute d_income_srce12 numeric
@attribute ch_sex numeric
@attribute child_depend_family_type_code numeric
@attribute d_family_role_code numeric
@attribute heat_fuel numeric
@attribute m_family_role_code numeric
@attribute telecomm1_code numeric
@attribute telecomm2_code numeric
@attribute telecomm4_code numeric
@attribute usual_resdnt_count_code numeric
@attribute twin numeric
@attribute singparstat numeric
@attribute 'prediction margin' numeric
@attribute 'predicted total_income_hhld_code' {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute total_income_hhld_code {1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
4721,4,0,1,0,0,0,0,31,?,?,0,1,?,?,2,34,0,0,0,1,1,?,1,3,0,?,4,23,3,0,0,0,0,0,0,0,1,4,38,2,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.361325,13,?
4722,2,0,1,0,0,0,0,34,0,1,0,0,0,0,1,34,0,1,0,0,0,0,1,3,0,1,4,?,1,0,0,0,0,0,0,0,1,1,50,1,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.342458,13,?
4723,10,0,0,0,0,0,1,22,0,0,0,0,0,1,4,?,?,?,?,?,?,?,?,3,22,2,0,?,1,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,99,2,99,5,1,2,-0.222116,14,?
4724,4,0,1,0,0,0,0,28,0,1,0,0,0,0,4,30,0,1,0,?,0,0,?,2,2,?,?,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.253319,12,?
4726,7,0,0,0,0,0,1,37,0,0,0,0,0,1,3,43,?,?,0,0,0,1,1,2,7,2,?,0,3,0,0,0,0,0,0,10,?,?,?,3,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,-0.179554,12,?
4727,9,0,1,0,0,0,0,24,0,1,0,0,0,0,1,23,0,1,0,0,0,0,1,2,3,1,1,32,3,0,0,0,0,0,0,0,1,7,40,1,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.278,13,?
4728,5,0,0,0,0,1,0,23,0,0,0,0,1,0,4,27,0,0,0,0,1,0,1,3,0,1,1,20,1,0,0,0,0,0,0,0,1,1,45,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.258,13,?
4729,6,0,1,1,0,0,0,28,0,1,0,0,0,0,4,41,0,1,1,0,0,0,1,3,2,2,1,0,3,0,0,0,0,0,0,2,2,1,40,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.278,12,?
4730,3,0,1,0,0,0,0,31,0,1,0,0,0,0,2,30,0,1,0,0,0,0,1,3,2,2,3,12,2,0,0,0,0,0,0,0,2,2,40,2,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.36,12,?
4731,1,1,0,0,0,0,0,33,1,0,0,0,0,0,4,41,?,0,0,0,0,0,4,4,1,1,13,0,3,0,0,0,0,0,0,?,?,13,0,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.218353,12,?
4733,6,1,0,0,0,0,0,26,1,0,0,0,0,0,1,38,1,0,0,0,0,0,1,1,2,2,?,?,?,0,0,0,0,0,0,4,?,4,40,1,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,-0.24075,12,?
4734,2,0,1,0,0,0,0,32,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,3,0,2,12,2,3,0,0,0,0,0,0,0,2,11,66,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.438,14,?
4735,8,0,1,0,0,0,0,29,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,4,1,7,0,3,0,0,0,0,0,0,4,1,2,58,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.268,14,?
4736,10,0,1,0,0,0,0,29,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,3,1,1,11,0,3,0,0,0,0,0,0,0,1,6,40,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.424,13,?
4738,6,1,0,0,0,0,0,42,1,0,0,0,0,0,4,47,1,0,0,0,0,0,2,3,4,2,4,0,2,1,0,0,0,0,0,1,2,4,0,2,1,0,0,0,2,21,1,1,1,99,2,4,6,1,1,-0.152,13,?
4739,6,0,1,0,0,0,0,29,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,99,3,1,2,-0.187654,6,?
4740,8,0,0,1,0,0,0,32,0,0,1,0,0,0,4,33,0,0,1,0,0,0,4,3,2,2,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,21,1,1,1,1,99,99,5,1,1,-0.24,7,?
4741,8,0,0,1,0,0,0,34,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,7,0,1,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,4,5,1,2,-0.168701,12,?
4742,4,0,0,0,1,0,0,34,0,0,0,1,1,0,4,38,0,0,0,1,1,0,1,4,7,1,13,0,3,0,0,0,0,0,0,2,1,8,40,2,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.336,14,?
4743,3,0,1,0,0,0,0,37,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,1,1,10,0,2,0,0,0,0,0,0,1,1,11,40,2,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.478,14,?
4745,5,0,1,1,0,0,0,35,0,1,0,0,0,0,2,37,0,0,1,0,0,0,1,3,1,2,2,0,1,0,0,0,0,0,0,4,2,8,40,1,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.35,12,?
4746,9,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,0,0,0,1,0,1,3,1,1,12,0,3,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.358,13,?
4747,9,0,1,0,0,0,0,34,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,4,?,2,?,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,99,2,99,4,1,2,-0.15167,5,?
4748,8,1,1,0,0,0,0,28,0,1,0,0,?,?,?,38,1,0,0,0,0,0,1,3,0,?,?,10,3,0,0,0,0,0,0,2,1,4,40,1,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,-0.314186,12,?
4749,10,0,1,0,0,0,1,32,0,0,0,?,?,1,4,40,0,?,?,0,0,?,?,3,7,2,0,0,3,0,0,0,0,0,0,7,2,0,?,1,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,-0.167934,10,?
4750,6,0,1,0,0,0,0,29,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,3,1,8,0,1,0,0,0,0,0,0,2,1,8,42,1,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.378,13,?
4751,5,0,1,0,0,0,0,36,0,1,0,0,0,0,3,40,0,1,0,0,0,0,1,5,2,1,?,0,2,0,0,0,0,0,0,6,1,2,45,2,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.334766,13,?
4752,10,0,0,0,0,0,0,27,0,1,?,?,?,?,?,37,0,1,0,0,?,0,1,3,2,1,1,30,?,0,0,0,0,0,0,0,1,1,40,1,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,-0.300248,13,?
4753,4,0,1,1,0,0,0,34,0,1,0,0,0,0,4,35,0,1,1,0,0,0,1,3,0,1,11,0,3,0,0,0,0,0,0,2,1,11,60,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.55,14,?
4754,1,0,0,0,0,1,0,39,0,1,0,0,0,0,4,35,0,0,0,0,1,0,1,5,3,1,8,20,3,0,0,0,0,0,0,3,1,10,50,3,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.408,13,?
4756,7,0,1,0,0,0,0,40,0,1,0,0,0,0,2,38,0,1,0,0,0,0,1,2,0,2,9,5,2,0,0,0,0,0,0,0,1,4,?,3,0,0,0,0,1,21,1,0,1,99,2,4,3,1,1,-0.268194,12,?
4757,10,0,1,1,0,0,0,25,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,1,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,2,4,4,1,2,-0.124128,6,?
4758,3,0,1,0,0,0,0,33,0,1,0,0,0,0,2,37,0,1,0,0,0,0,1,5,7,1,10,0,3,0,0,0,0,0,0,3,1,8,50,3,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.34,14,?
4759,10,0,1,1,0,0,0,30,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,2,2,0,0,1,0,0,0,1,0,1,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,99,5,1,2,-0.151437,7,?
4760,2,1,0,0,0,0,0,30,1,0,0,0,0,0,1,31,1,0,0,0,0,0,1,5,1,1,11,40,3,0,0,0,0,0,0,0,1,11,45,3,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.478,14,?
4761,4,0,1,0,0,0,0,33,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,5,?,7,0,3,0,0,0,0,0,0,5,1,11,55,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.323121,14,?
4763,2,0,1,0,0,0,0,39,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,3,2,1,13,0,2,0,0,0,0,0,0,?,1,12,40,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.736604,14,?
4765,7,0,0,1,0,0,0,25,0,0,1,0,0,0,1,?,?,?,?,?,?,?,?,5,3,2,1,38,1,0,0,1,0,0,1,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,2,4,12,1,2,-0.293079,14,?
4766,2,0,1,0,0,0,0,37,0,1,0,0,0,0,1,44,0,?,0,?,0,0,?,4,2,1,10,40,3,0,0,0,0,0,0,0,1,?,0,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.599863,14,?
4767,8,0,1,0,0,0,0,24,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,3,0,2,9,0,3,0,0,0,0,0,0,0,2,9,?,3,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.429405,12,?
4768,9,0,1,0,0,0,0,32,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,3,2,1,3,0,3,0,0,0,0,0,0,2,1,10,40,2,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.342,12,?
4769,7,0,1,0,0,0,0,33,?,?,0,?,?,?,1,43,0,1,0,0,0,0,1,3,4,1,4,?,3,0,0,0,0,0,0,0,1,7,40,?,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.317754,13,?
4770,5,0,1,0,0,0,0,35,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,3,1,2,0,3,0,0,0,0,0,0,3,1,4,40,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.342,12,?
4774,1,0,0,0,0,1,0,35,0,0,0,0,1,0,2,39,0,0,0,0,1,0,1,4,2,1,3,3,3,0,0,0,0,0,0,0,1,2,60,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.35,14,?
4775,4,0,1,0,0,0,0,32,0,1,0,0,0,0,2,31,0,1,0,0,0,0,1,3,0,1,2,14,2,0,0,0,0,0,0,0,1,3,38,1,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.44,13,?
4776,1,0,1,0,0,0,0,25,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,0,2,11,0,3,0,0,0,0,0,0,2,2,0,40,2,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.366,12,?
4781,9,0,0,0,0,0,1,31,0,0,0,0,0,1,4,25,0,0,0,0,0,1,1,4,2,2,4,0,3,0,0,0,0,0,1,0,2,10,40,1,0,0,0,1,2,21,1,?,1,99,2,99,10,1,1,-0.40113,14,?
4782,6,0,1,1,0,0,0,26,0,1,0,0,0,0,2,?,?,?,?,?,?,?,?,2,4,2,8,?,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,99,99,3,1,2,-0.193398,7,?
4783,3,0,1,0,0,0,0,30,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,3,2,1,4,0,3,0,0,0,0,0,0,2,1,8,40,3,0,0,0,0,2,21,1,1,1,99,2,4,3,1,1,-0.388,12,?
4784,5,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,5,1,9,0,3,0,0,0,0,0,0,3,1,13,73,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.302,13,?
4785,8,0,1,1,0,0,0,26,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,4,2,2,5,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,99,99,3,1,2,-0.188246,7,?
4786,8,0,0,0,0,1,0,37,0,0,0,0,1,0,2,34,0,0,0,0,1,0,1,3,6,1,?,15,1,0,0,0,0,0,0,5,1,10,45,2,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.389291,13,?
4787,8,0,1,0,0,0,0,21,0,1,0,0,0,0,4,23,0,1,0,0,0,0,1,3,0,2,7,0,3,0,0,0,0,0,0,4,2,3,44,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.304,12,?
4788,4,0,1,0,0,0,0,35,0,1,0,0,0,0,2,37,0,1,0,0,0,0,1,3,5,1,2,2,3,0,0,0,0,0,0,3,1,8,44,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.322,13,?
4789,3,0,1,0,0,0,0,35,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,5,3,1,7,0,2,0,0,0,0,0,0,3,1,5,38,3,0,0,0,0,1,21,1,1,1,1,2,4,8,1,1,-0.292,13,?
4792,7,0,1,0,0,0,0,31,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,4,3,1,11,0,2,0,0,0,0,0,0,3,1,11,39,2,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.5,13,?
4794,5,0,0,0,0,1,0,34,0,0,0,0,1,0,4,39,0,0,0,0,1,0,1,2,2,1,3,0,2,0,0,0,0,0,0,5,1,0,40,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.234,13,?
4795,1,0,1,0,0,0,0,31,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,4,1,11,0,3,0,0,0,0,0,0,4,1,13,45,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.634,14,?
4797,10,0,1,1,0,0,0,26,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,99,99,3,1,2,-0.278458,5,?
4798,3,0,1,0,0,0,0,29,0,1,0,0,0,0,2,35,0,1,0,0,0,0,1,4,0,2,8,30,3,0,0,0,0,0,0,0,2,2,58,3,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,-0.286,10,?
4800,10,0,1,0,0,0,0,26,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,0,1,8,0,1,0,0,0,0,0,0,1,1,?,41,2,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.271016,13,?
4802,1,0,0,0,0,1,0,27,0,0,0,0,1,0,1,?,?,?,?,?,?,?,?,3,0,2,3,50,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,2,4,6,1,2,-0.162406,14,?
4803,5,0,0,0,0,1,0,36,0,0,0,0,1,0,2,?,?,?,?,?,?,?,?,2,0,1,2,30,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,99,2,1,2,-0.1633,7,?
4804,8,0,0,0,0,0,1,29,0,0,0,0,0,1,4,36,0,0,0,0,0,1,1,6,4,2,2,36,3,0,0,0,0,1,1,8,1,0,40,1,0,0,0,1,2,21,1,1,1,1,2,99,10,1,1,-0.43,14,?
4805,3,0,1,0,0,0,0,40,0,1,0,0,0,0,4,45,0,1,0,0,0,0,1,3,?,2,?,0,?,0,0,0,0,0,0,7,1,13,40,3,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.54932,14,?
4806,2,0,1,0,0,0,0,33,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,0,2,7,0,2,0,0,0,0,0,0,0,2,8,40,2,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.26,13,?
4808,2,0,1,0,0,0,0,44,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,0,2,11,0,2,0,0,0,0,0,0,0,2,13,55,3,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,-0.356,14,?
4809,10,0,0,0,0,0,1,22,0,0,0,0,0,1,4,29,0,0,0,0,0,1,4,3,1,2,4,0,3,0,0,0,0,0,1,17,2,0,0,1,0,0,0,1,2,21,1,?,1,1,2,99,10,1,1,-0.249385,14,?
4810,7,0,1,0,0,0,0,?,?,?,?,?,?,?,?,34,0,1,0,0,0,0,4,4,?,?,?,0,?,0,0,0,0,0,0,0,2,7,0,3,0,0,0,0,2,31,1,1,?,1,2,99,3,1,3,-0.132347,7,?
4811,10,0,0,0,0,1,0,28,0,0,0,0,1,0,2,29,?,1,0,?,0,?,2,2,2,2,7,40,2,0,0,0,0,0,0,?,2,?,0,?,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.173305,12,?
4812,1,0,1,0,0,0,0,35,0,1,0,0,0,0,4,36,0,?,0,0,0,0,1,4,3,1,11,0,3,0,0,0,0,0,0,3,1,2,40,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.559471,14,?
4813,4,0,1,0,0,0,0,31,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,3,5,1,11,20,3,0,0,0,0,0,0,5,1,10,40,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.458,14,?
4815,4,0,1,0,0,0,0,24,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,11,0,1,0,0,1,0,0,1,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,4,3,1,2,-0.203972,14,?
4816,4,1,1,0,0,0,0,35,0,1,0,0,0,0,2,?,?,?,?,?,?,?,?,4,2,1,11,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,4,3,1,2,-0.151578,5,?
4817,9,1,0,0,0,0,0,30,1,0,0,0,0,0,4,34,1,0,0,0,0,0,4,2,0,2,11,0,3,0,0,0,0,0,0,0,2,10,0,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.406,7,?
4818,9,0,0,1,0,0,0,23,0,0,1,0,0,0,1,28,0,0,1,0,0,0,1,3,0,2,?,?,?,0,0,0,0,0,0,0,?,?,76,1,0,0,0,0,1,21,1,0,1,1,99,99,6,1,1,-0.325782,12,?
4819,5,0,1,0,0,0,0,27,0,1,0,0,0,0,4,30,0,1,0,0,0,0,1,4,0,1,11,14,?,0,0,0,0,0,0,0,1,1,40,3,0,0,0,0,1,21,1,1,1,1,2,99,5,1,1,-0.383777,13,?
4820,6,0,0,0,0,0,1,39,0,0,0,0,1,1,4,35,0,0,0,0,0,1,1,3,0,2,10,0,2,0,0,0,0,0,0,3,2,4,60,2,0,0,0,0,2,21,1,1,1,1,99,99,5,1,1,-0.198,13,?
4821,1,0,1,0,0,0,0,38,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,4,2,1,11,0,2,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.616,14,?
4823,3,0,1,0,0,0,0,37,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,4,2,1,7,0,2,0,0,0,0,0,0,2,1,8,45,3,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.362,14,?
4824,2,0,1,1,0,0,1,30,0,1,0,0,0,0,2,35,0,0,1,0,0,0,1,4,2,2,10,10,2,0,0,0,0,0,1,2,2,2,52,1,0,0,0,1,2,21,1,1,1,1,2,4,5,1,1,-0.354,14,?
4825,8,0,1,1,0,0,0,30,0,1,0,0,0,0,2,26,0,0,1,0,0,0,1,3,2,2,2,10,2,0,0,0,0,0,1,2,2,2,52,3,0,0,0,1,2,21,1,1,1,1,2,4,5,1,1,-0.33,14,?
4826,3,0,1,0,0,0,0,36,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,4,0,2,10,0,2,0,0,0,0,0,0,0,2,11,37,3,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.474,14,?
4827,10,0,0,0,0,0,1,20,0,0,1,0,0,1,2,38,0,0,0,0,0,1,4,4,3,2,2,0,1,1,0,0,0,0,0,?,2,0,0,1,1,0,0,0,2,21,1,1,1,1,2,99,8,1,1,-0.148468,14,?
4828,4,0,1,0,0,0,0,23,0,1,0,0,0,0,2,26,0,1,0,0,0,0,1,4,0,2,8,30,2,0,0,0,0,0,0,0,1,11,45,3,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.308,12,?
4829,10,0,0,1,0,0,1,31,0,0,1,0,0,0,4,35,0,0,0,0,0,1,4,4,3,2,?,0,1,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,2,21,1,1,1,1,99,99,3,1,1,-0.22001,7,?
4830,1,0,1,0,0,0,0,36,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,2,1,2,0,3,0,0,0,0,0,0,2,1,11,45,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.57,14,?
4831,6,0,1,1,0,0,1,28,0,1,0,0,0,1,4,28,0,1,1,0,0,0,1,3,3,2,11,0,3,0,0,0,0,0,0,1,2,11,40,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.304,12,?
4833,5,0,0,0,0,1,0,32,0,0,0,0,1,0,2,32,0,0,0,0,1,0,1,3,0,2,11,5,2,0,0,0,0,0,0,2,2,11,60,2,0,0,0,0,2,21,1,1,1,99,2,4,3,1,1,-0.324,12,?
4834,1,1,0,0,0,0,0,33,1,0,0,0,0,0,4,37,1,0,0,0,0,0,4,3,0,1,4,0,3,0,0,0,0,0,0,0,1,13,0,1,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.166,13,?
4835,10,0,0,0,0,0,1,42,0,0,0,0,0,1,1,29,0,0,0,0,0,1,1,2,0,2,0,?,3,0,0,0,0,0,0,1,2,?,40,3,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,-0.217094,12,?
4836,4,0,1,0,0,0,0,37,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,?,7,1,0,0,3,0,0,0,0,0,0,6,1,1,50,1,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.329818,14,?
4837,3,0,1,0,0,0,0,33,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,3,1,9,0,2,0,0,0,0,0,0,3,1,11,50,2,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.374,14,?
4838,5,0,1,0,0,0,0,28,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,1,2,2,0,2,0,0,0,0,0,0,0,2,1,65,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.402,12,?
4839,9,0,1,1,0,0,0,25,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,99,99,3,1,2,-0.200656,5,?
4840,5,0,1,0,0,0,0,36,0,1,0,0,0,0,2,41,0,1,0,0,0,0,1,3,2,2,1,10,?,0,0,0,0,0,0,0,2,2,65,3,0,0,0,0,1,21,1,1,1,99,2,4,6,1,1,-0.334136,12,?
4842,3,0,0,0,0,1,0,37,0,0,0,0,1,0,4,39,0,1,0,0,1,0,1,4,4,1,2,0,2,0,0,0,0,0,0,0,1,8,40,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.326,12,?
4843,2,0,1,0,0,0,0,34,0,1,0,0,0,0,2,37,0,1,0,0,0,0,1,3,2,1,1,12,2,0,0,0,0,0,0,3,1,8,45,2,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.5,13,?
4846,10,0,1,0,0,0,0,36,0,1,0,0,0,0,3,38,0,1,0,0,0,0,1,4,2,1,13,?,2,0,0,0,0,0,0,3,1,7,45,2,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,-0.36118,13,?
4847,3,0,1,0,0,0,0,30,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,3,6,1,11,12,3,0,0,0,0,0,0,6,1,10,40,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.466,14,?
4848,9,0,0,1,0,0,0,33,0,0,1,0,0,0,4,32,0,0,1,0,0,0,1,3,3,2,2,0,1,0,0,0,0,0,0,0,2,0,40,1,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.338,12,?
4849,8,0,1,0,0,0,0,31,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,2,1,2,0,1,0,0,0,0,0,0,2,1,1,40,1,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.384,13,?
4850,6,0,1,0,0,0,0,31,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,0,2,1,0,2,0,0,0,0,0,0,0,1,1,50,3,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.268,12,?
4851,2,0,1,0,0,0,0,33,0,1,0,0,0,0,2,35,0,1,0,0,0,0,1,3,5,1,10,24,3,0,0,0,0,0,0,5,1,3,52,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.432,14,?
4852,6,1,0,0,0,0,0,31,1,0,0,0,0,0,3,35,1,0,0,0,0,0,1,3,8,1,13,?,3,0,0,0,0,0,0,4,1,11,0,3,0,0,0,0,2,21,1,1,1,1,2,4,4,2,1,-0.205953,13,?
4854,1,0,1,1,0,0,0,34,0,1,1,0,0,0,1,42,0,1,0,0,0,0,1,3,0,1,7,5,3,0,0,0,0,0,0,0,1,11,50,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.52,14,?
