random_ID,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,'prediction margin','predicted total_income_hhld_code',total_income_hhld_code
5196,5,0,1,0,0,0,0,27,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,5,0,1,4,0,1,0,0,0,0,0,0,2,1,9,60,2,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.288,12,?
5199,9,0,1,0,0,0,0,26,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,3,1,?,?,0,3,0,0,0,0,0,0,1,1,6,50,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.331553,12,?
5200,9,0,1,1,0,0,0,19,0,1,0,0,0,0,4,22,0,1,1,0,0,0,1,3,0,2,2,0,3,0,0,0,0,0,0,0,2,1,40,3,0,0,0,0,0,1,21,1,1,1,1,99,99,4,1,1,-0.276,12,?
5202,8,1,0,0,0,0,1,29,0,0,0,0,0,1,4,23,0,0,0,0,0,1,1,3,0,2,0,0,3,0,0,0,0,0,0,0,2,10,40,3,0,0,0,0,0,2,21,1,1,1,1,2,99,9,1,1,-0.25,10,?
5203,3,0,1,1,0,0,0,36,0,1,1,0,0,0,2,35,0,1,0,0,0,0,1,3,1,1,13,30,2,0,0,0,0,0,0,5,1,8,60,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.382,14,?
5204,6,0,0,0,0,1,0,29,0,1,0,0,0,0,1,31,0,1,?,?,0,?,1,3,3,1,10,30,2,0,0,0,0,0,0,?,1,10,0,?,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.259475,13,?
5205,1,0,1,0,0,0,0,36,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,3,4,1,4,0,2,0,0,0,0,0,0,4,?,9,42,?,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.331714,14,?
5207,3,0,1,0,0,1,0,26,0,0,0,0,0,0,4,23,0,1,0,0,0,0,1,4,7,2,10,0,3,0,0,0,0,0,1,0,2,4,40,2,0,0,0,0,1,2,21,1,1,1,1,2,4,5,1,1,-0.488,14,?
5208,5,0,1,1,0,0,0,36,0,1,1,0,0,0,4,35,?,1,0,0,0,0,1,3,6,1,1,0,2,0,0,0,0,0,0,14,?,?,?,?,0,0,0,0,0,2,21,1,1,1,99,2,4,4,1,1,-0.262092,13,?
5209,5,0,1,0,0,0,0,22,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,4,3,1,4,0,3,0,0,0,0,0,0,0,1,11,42,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.27,12,?
5210,9,0,1,1,0,0,1,19,0,1,1,0,0,0,1,24,0,0,0,0,0,1,1,2,0,2,1,30,2,0,0,0,0,0,0,0,2,1,60,1,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.314,12,?
5211,?,0,1,0,0,0,0,28,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,3,3,2,11,0,3,0,0,0,0,0,0,3,2,12,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.395796,12,?
5212,7,0,0,0,0,1,0,36,0,0,0,0,1,0,2,31,0,0,0,0,1,0,1,3,9,1,1,10,2,0,0,0,0,0,0,15,1,11,48,3,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.322,13,?
5213,8,0,1,0,0,0,0,37,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,2,1,11,0,3,0,0,0,0,0,0,2,1,11,?,1,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.402414,14,?
5215,2,0,1,0,0,0,1,30,0,1,0,0,0,1,3,39,0,1,?,0,0,0,?,4,1,1,1,0,2,0,0,0,0,0,0,1,1,?,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.369775,14,?
5217,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,4,4,2,2,0,2,0,0,0,0,0,0,4,1,12,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.388,14,?
5219,4,1,0,0,0,0,0,26,1,0,0,0,0,0,4,33,1,0,0,0,0,0,1,5,0,2,10,0,3,0,0,0,0,0,0,2,2,11,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,10,1,1,-0.304,13,?
5220,2,0,1,0,0,0,0,36,0,1,0,0,0,0,2,37,0,1,0,0,0,0,1,4,1,1,1,40,3,0,0,0,0,0,0,1,1,8,80,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.33,13,?
5221,6,1,0,0,0,0,0,27,1,0,0,0,0,0,4,34,1,0,0,0,0,0,2,3,1,2,11,0,3,0,0,0,0,0,0,1,2,4,0,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.204,7,?
5224,1,0,1,0,0,0,0,29,0,1,1,?,?,0,?,27,0,1,0,0,0,0,1,4,3,1,1,0,3,0,0,0,0,0,0,3,1,1,50,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.261143,12,?
5225,3,0,1,0,0,0,0,28,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,0,1,11,0,3,0,0,0,0,0,0,0,1,12,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.466,13,?
5226,4,0,1,0,0,0,0,32,0,1,0,0,0,0,2,38,0,1,0,0,0,0,1,3,5,1,7,5,?,0,0,0,0,0,0,7,1,3,48,2,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.337062,13,?
5227,2,0,1,0,0,0,0,30,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,4,2,1,8,10,2,0,0,0,0,0,0,2,1,3,40,?,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.443641,13,?
5230,10,0,1,1,1,0,0,29,0,0,1,0,0,0,2,31,0,0,0,0,1,0,1,?,2,2,0,25,2,0,0,0,0,0,0,1,2,8,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,8,1,1,-0.299581,12,?
5231,8,0,0,1,0,0,0,18,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,4,1,2,0,0,1,0,1,1,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,99,8,1,2,-0.307871,13,?
5232,4,0,0,0,0,0,1,26,0,0,0,0,0,1,4,33,0,0,0,1,0,0,1,3,1,1,7,0,1,0,0,0,0,0,0,1,2,4,80,?,0,0,0,0,0,2,21,1,1,1,1,2,99,7,1,1,-0.225307,12,?
5234,7,0,1,1,0,0,0,26,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,4,0,2,6,0,2,1,0,1,0,0,1,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,99,5,1,2,-0.227652,14,?
5235,8,0,1,0,0,0,0,31,0,1,0,0,0,0,2,30,0,1,0,0,0,0,1,4,1,1,11,38,2,0,0,0,0,0,0,3,1,11,45,2,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.4,13,?
5236,10,0,1,0,0,0,0,23,0,1,0,0,0,0,1,31,0,1,0,0,0,0,1,3,0,2,3,?,1,0,0,1,0,0,0,0,2,1,60,3,0,0,1,0,0,1,21,1,1,1,99,2,4,5,1,1,-0.343312,12,?
5237,1,0,0,1,0,0,0,37,0,0,1,0,0,0,4,35,0,1,0,0,0,0,1,3,3,1,11,0,2,0,0,0,0,0,0,4,1,2,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.344,14,?
5238,6,0,1,1,0,0,0,24,0,0,1,0,0,0,4,29,0,1,0,0,0,0,1,3,3,2,3,0,2,0,0,0,0,0,0,2,2,7,48,3,0,0,0,0,0,1,21,1,1,1,1,2,99,5,1,1,-0.338,12,?
5239,1,0,1,0,0,0,0,35,0,1,0,0,0,0,1,41,0,1,0,0,0,0,1,2,2,2,4,45,3,0,0,0,0,0,0,3,2,4,60,3,0,0,0,0,0,2,21,1,1,1,99,2,4,4,1,1,-0.312,12,?
5240,9,0,1,1,0,0,0,23,0,1,1,0,0,0,3,?,?,?,?,?,?,?,?,2,2,2,1,0,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,4,3,1,2,-0.207889,5,?
5241,6,0,1,0,0,0,0,35,0,1,0,0,0,0,2,41,0,1,0,0,0,0,1,3,6,1,1,21,2,0,0,0,0,0,0,5,1,0,60,2,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.308,13,?
5242,4,0,0,0,0,1,0,35,0,0,0,0,1,0,4,39,0,1,0,0,0,0,1,3,12,1,7,10,3,0,0,0,0,0,0,7,1,4,55,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.308,13,?
5244,8,0,1,1,0,0,0,28,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,4,6,2,7,0,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,4,3,1,2,-0.155219,7,?
5245,7,0,0,0,1,0,0,42,0,0,0,1,1,0,4,40,0,0,0,1,1,0,3,4,1,2,11,0,3,0,0,0,0,0,0,0,2,11,0,3,0,0,0,0,0,1,21,1,1,1,1,2,4,8,1,1,-0.182,10,?
5246,10,0,0,0,0,0,1,41,0,0,0,0,0,1,3,39,0,0,0,0,0,1,1,2,0,2,4,0,?,0,0,0,0,0,0,6,2,4,40,1,0,0,0,0,0,1,21,1,1,1,1,99,99,4,1,1,-0.156396,11,?
5247,5,0,1,0,0,0,0,30,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,2,1,9,0,2,0,0,0,0,0,0,2,1,6,?,2,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.409729,13,?
5248,6,0,1,0,0,0,0,28,0,1,0,0,0,0,4,26,0,1,0,0,0,0,1,3,3,1,2,5,3,0,0,0,0,0,0,4,1,2,45,3,0,0,0,0,0,2,21,1,1,1,99,2,99,3,1,1,-0.41,12,?
5249,7,0,0,1,0,0,0,29,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,3,2,0,0,?,0,1,1,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,99,2,99,5,1,2,-0.174084,13,?
5250,4,0,1,0,0,0,0,35,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,2,1,13,0,3,0,0,0,0,0,0,1,1,13,40,2,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.548,14,?
5251,2,0,1,0,0,0,0,39,0,1,0,0,0,0,2,30,0,1,0,0,0,0,1,4,0,2,10,3,3,0,0,0,0,0,0,0,2,11,50,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.288,14,?
5252,10,0,0,0,0,0,0,27,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,2,0,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,99,99,5,2,2,-0.210453,7,?
5253,2,0,1,0,0,0,0,35,0,1,0,0,0,0,2,35,0,1,0,0,0,0,1,3,2,1,?,14,2,0,0,0,0,0,0,2,1,8,40,?,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.363676,13,?
5255,6,0,0,1,0,0,0,37,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,?,?,?,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,99,2,99,2,1,2,-0.121146,5,?
5257,3,0,1,0,0,0,0,35,0,1,0,0,0,0,4,41,0,1,0,0,0,0,1,4,5,1,11,0,2,0,0,0,0,0,0,6,1,11,40,2,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.698,14,?
5258,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,0,2,1,0,?,0,0,0,0,0,0,2,2,8,45,1,0,0,0,0,0,1,21,1,1,1,1,2,4,7,1,1,-0.296412,12,?
5259,10,0,0,0,0,0,1,24,0,0,0,0,0,1,4,?,?,?,?,?,?,?,?,2,0,2,?,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,99,99,3,1,2,-0.143059,7,?
5260,8,1,0,0,0,0,0,32,1,0,0,0,0,0,1,37,1,0,0,0,0,0,1,2,0,2,14,40,3,0,0,0,0,0,0,0,2,14,45,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.288,12,?
5261,4,0,0,1,0,0,0,24,0,0,1,0,0,0,2,26,0,0,1,0,0,0,1,5,19,1,3,?,1,0,0,0,0,0,0,6,1,?,40,1,0,0,0,0,0,2,21,1,1,1,1,2,99,6,1,1,-0.274746,13,?
5262,2,0,1,0,0,0,0,34,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,2,5,1,12,0,3,0,0,0,0,0,0,2,2,11,47,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.404,14,?
5263,10,0,1,0,0,0,0,29,0,1,0,0,0,0,2,24,0,1,0,0,1,0,1,2,1,2,0,40,1,0,0,0,0,0,0,0,2,1,45,1,0,0,0,0,0,1,21,1,1,1,1,99,99,3,1,1,-0.306,12,?
5265,7,0,0,0,0,1,0,34,0,1,0,0,0,0,4,30,0,0,0,0,1,0,1,3,2,1,0,0,2,0,0,0,0,0,0,2,1,9,40,1,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.414,13,?
5266,6,0,1,1,0,0,0,39,0,1,0,0,0,0,2,33,0,1,1,0,0,0,1,3,5,1,9,20,3,0,0,0,0,0,0,4,1,9,40,2,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.334,12,?
5267,4,0,1,0,0,0,0,32,0,1,0,0,0,0,4,41,0,1,0,0,0,0,1,3,2,2,10,0,1,0,0,0,0,0,0,1,2,1,50,1,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.364,12,?
5269,4,0,1,0,0,0,0,31,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,4,2,1,11,0,3,0,0,0,0,0,0,3,1,11,45,1,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.37,14,?
5271,1,0,0,1,0,0,0,32,0,1,0,0,0,0,4,34,0,0,1,0,0,0,1,4,0,1,11,0,3,0,0,0,0,0,0,1,1,8,45,2,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.392,12,?
5272,8,0,1,1,0,0,0,19,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,2,0,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,99,2,4,2,1,2,-0.109219,6,?
5274,10,0,1,1,0,0,0,38,0,0,1,0,0,0,1,34,0,1,0,0,0,0,1,3,2,2,0,40,1,0,0,0,0,0,0,5,2,0,50,3,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.246,12,?
5275,9,0,1,0,0,0,0,30,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,3,2,9,0,2,0,0,0,0,0,0,0,2,0,45,1,0,0,0,0,0,2,21,1,1,1,1,2,4,10,1,1,-0.24,12,?
5276,3,0,1,0,0,0,1,31,0,1,0,0,0,0,2,36,0,1,0,0,0,1,1,3,3,1,11,20,3,0,0,0,0,0,0,2,1,1,45,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.354,13,?
5277,9,0,1,0,0,0,0,33,0,1,0,0,0,0,1,35,0,1,0,0,0,0,4,3,0,2,11,40,2,0,0,0,0,0,0,0,2,7,0,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.33,14,?
5278,1,0,1,1,0,0,0,31,0,1,0,0,0,0,2,29,0,1,1,0,0,0,1,3,0,2,11,?,2,0,0,0,0,0,0,0,2,0,54,2,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.328425,13,?
5279,6,0,1,0,0,0,0,39,0,1,0,0,0,0,4,32,0,0,0,0,1,0,1,5,0,2,10,12,3,0,0,0,0,0,0,0,2,8,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,7,1,1,-0.276,14,?
5280,3,0,1,0,0,0,0,38,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,4,2,1,8,0,1,0,0,0,0,0,0,5,1,8,?,1,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.300614,13,?
5281,7,0,1,0,0,0,0,26,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,7,0,3,0,0,1,0,0,1,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,99,5,1,2,-0.24561,14,?
5282,8,1,0,0,0,0,0,24,1,0,0,0,0,0,4,29,1,0,0,0,0,0,1,2,0,2,1,0,3,0,0,0,0,0,0,0,2,8,50,3,0,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,-0.214,12,?
5285,9,0,1,0,0,0,0,32,0,1,?,0,?,0,?,45,0,?,0,?,0,0,?,3,3,1,?,?,2,0,0,0,0,0,0,2,1,10,0,?,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.28392,13,?
5286,6,0,1,1,0,0,0,33,0,1,0,0,0,0,4,39,0,1,1,0,1,0,1,3,6,1,11,0,3,0,0,0,0,0,0,6,1,10,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.372,13,?
5287,10,0,0,1,0,0,1,35,0,0,1,0,0,0,2,?,?,?,?,?,?,?,?,2,7,2,8,?,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,0,1,1,99,99,8,1,2,-0.195851,7,?
5288,1,0,1,0,0,0,0,31,0,1,0,0,0,0,1,40,0,1,0,0,0,0,1,4,3,1,12,40,3,0,0,0,0,0,0,3,1,9,45,3,0,0,0,0,0,2,21,1,1,1,99,2,4,4,1,1,-0.48,14,?
5289,10,0,1,1,0,0,0,22,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,2,0,2,1,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,99,99,2,1,2,-0.22124,7,?
5290,2,0,1,0,0,0,0,36,0,1,0,0,0,0,2,30,0,1,0,0,0,0,1,3,?,1,2,10,2,0,0,0,0,0,0,35,1,11,60,3,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,-0.399207,14,?
5291,2,0,1,0,0,0,0,36,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,6,1,11,0,3,0,0,0,0,0,0,6,1,11,55,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.756,14,?
5293,4,0,0,0,1,0,0,39,0,1,0,0,0,0,2,53,0,1,0,0,0,0,1,3,0,1,9,20,3,0,0,0,0,0,0,2,2,8,55,2,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.322,12,?
5295,3,0,1,0,0,0,0,31,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,3,6,1,1,0,1,0,0,0,0,0,0,5,1,8,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.334,12,?
5296,8,0,1,0,0,0,0,43,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,4,1,2,1,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,4,6,1,2,-0.143584,7,?
5298,8,0,1,0,0,0,0,32,0,0,0,0,1,0,4,35,?,?,0,1,1,0,2,4,1,2,3,0,2,0,0,0,0,0,0,8,2,4,0,3,0,0,0,0,0,1,21,1,1,1,1,2,4,6,2,1,-0.144321,11,?
5299,10,0,0,0,0,0,1,32,0,0,0,0,0,1,4,26,0,0,0,0,0,1,1,4,15,2,0,0,3,0,0,0,0,0,1,21,2,1,0,1,0,0,0,0,1,2,21,1,0,1,1,2,99,11,1,1,-0.328,14,?
5300,3,0,1,0,0,0,0,32,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,1,2,1,0,?,0,0,0,0,0,0,0,2,9,50,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,2,1,-0.350664,14,?
5301,3,0,0,1,0,0,0,28,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,11,1,0,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,4,6,1,2,-0.161477,13,?
5302,9,0,1,1,0,0,0,39,0,1,0,0,0,0,4,44,0,1,1,0,0,0,4,2,0,2,1,0,?,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.234202,7,?
5303,9,0,0,0,0,1,0,28,0,0,0,0,1,0,4,32,0,1,0,0,0,0,1,3,5,1,1,0,3,0,0,0,0,0,0,1,1,8,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.36,12,?
5304,8,1,0,0,0,0,0,?,?,?,?,?,?,?,?,37,1,0,0,0,0,0,1,3,?,?,?,0,?,0,0,0,0,0,0,1,1,11,31,3,0,0,0,0,0,1,31,1,1,?,1,2,4,5,1,3,-0.166668,14,?
5306,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,0,2,13,0,3,0,0,0,0,0,0,0,2,8,35,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.364,13,?
5307,2,0,0,0,0,1,0,31,?,0,0,0,?,?,?,31,0,0,0,0,1,0,1,3,?,1,11,0,3,0,0,0,0,0,0,0,1,11,45,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.353878,14,?
5308,7,0,1,0,0,0,0,29,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,4,0,2,3,0,?,0,0,0,0,0,0,0,2,8,60,1,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,-0.415346,12,?
5309,5,0,1,1,0,0,0,16,0,1,0,0,0,0,4,35,0,1,1,0,0,0,1,3,0,2,2,0,1,0,0,0,0,0,0,0,2,2,42,1,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.34,12,?
5311,4,0,1,0,0,0,0,29,0,1,0,0,0,0,2,28,0,1,0,0,0,0,1,3,1,2,2,?,3,0,0,0,0,0,0,0,2,3,55,?,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.411506,12,?
5313,7,0,1,0,0,0,0,18,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,6,1,2,3,0,2,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,4,3,1,2,-0.191918,14,?
5315,7,0,1,0,0,0,1,25,0,1,0,0,0,1,2,34,0,1,0,0,0,0,1,3,0,1,1,20,2,0,0,0,0,0,0,0,1,9,40,2,0,0,0,0,0,1,21,1,1,1,1,2,4,7,1,1,-0.336,13,?
5316,2,0,1,0,0,0,0,27,0,1,0,0,0,0,4,30,0,1,0,0,0,0,1,3,7,1,2,0,3,0,0,0,0,0,0,7,1,2,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.294,12,?
5318,10,0,0,0,0,0,1,25,0,0,0,0,0,1,4,33,0,0,0,0,0,1,1,4,5,2,3,0,3,0,1,0,0,0,1,2,1,0,50,3,0,1,0,0,1,2,21,1,1,1,99,2,99,8,1,1,-0.444,14,?
5319,3,0,0,0,0,1,0,26,0,1,0,0,0,0,4,26,0,0,0,0,1,0,1,3,1,1,1,0,2,0,0,0,0,0,0,2,2,8,45,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.292,12,?
5321,6,0,1,0,0,0,0,32,0,1,0,0,0,0,2,35,0,1,0,0,0,0,1,3,?,1,11,24,3,0,0,0,0,0,0,8,1,3,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.448404,13,?
5322,7,1,0,0,0,0,0,36,1,0,0,0,0,0,4,37,1,0,0,0,0,0,2,2,2,2,11,0,3,0,0,0,0,0,0,2,2,11,0,3,0,0,0,0,0,2,21,1,?,1,99,2,4,4,1,1,-0.29738,7,?
5323,3,0,1,0,0,0,0,26,0,1,0,0,0,0,2,26,0,1,0,0,0,0,1,3,5,2,1,27,2,0,0,0,0,0,0,6,2,2,40,2,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.376,12,?
5324,10,0,0,1,0,0,0,34,0,0,1,0,0,0,4,35,0,0,1,0,0,0,1,4,3,2,0,0,3,0,0,0,0,0,0,6,2,2,40,1,0,0,0,0,0,1,21,1,1,1,1,99,99,6,1,1,-0.23,12,?
5326,6,0,1,0,0,0,0,35,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,3,2,2,1,11,3,0,0,0,0,0,0,3,2,0,85,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.336,12,?
5328,6,0,1,0,0,0,0,23,0,1,0,0,0,0,4,23,0,1,0,0,0,0,1,3,0,2,4,0,1,0,0,0,0,0,0,0,2,?,40,1,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.258267,12,?
5329,9,1,0,0,0,0,0,37,1,0,0,0,0,0,1,39,1,0,0,0,0,0,1,2,1,1,13,36,3,0,0,0,0,0,0,?,1,11,50,2,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.399477,12,?
5330,4,0,1,1,0,0,0,36,0,1,1,0,0,0,1,38,0,0,1,0,0,0,1,4,1,2,8,35,1,0,0,0,0,0,0,2,2,1,55,1,0,0,0,0,0,2,21,1,1,1,1,2,4,7,1,1,-0.352,13,?
5331,2,0,0,0,0,1,0,30,0,0,0,0,1,0,4,29,?,0,0,0,?,?,1,3,5,2,8,0,1,0,0,0,0,0,0,?,?,0,?,?,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.24727,13,?
5332,9,1,1,1,0,0,0,28,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,2,0,2,6,0,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,?,1,99,99,99,2,1,2,-0.177366,7,?
5333,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,5,1,4,0,3,0,0,0,0,0,0,2,1,10,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.366,12,?
5334,8,0,1,1,0,0,0,28,0,1,1,0,0,0,4,33,0,0,1,0,0,0,1,3,7,1,3,20,?,0,0,0,0,0,0,3,1,0,48,2,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.321023,12,?
5336,6,0,0,0,0,0,1,41,0,0,0,0,0,1,4,37,0,0,0,0,0,1,1,3,0,2,?,0,3,0,0,0,0,0,0,0,2,0,40,2,0,0,0,0,0,2,21,1,1,1,1,99,99,8,1,1,-0.149613,10,?
5337,8,0,1,0,0,0,0,31,0,1,0,0,0,0,3,33,0,1,0,0,0,0,1,2,0,2,11,0,?,0,0,0,0,0,0,0,2,11,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.33908,13,?
