@relation bestV2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast_predicted

@attribute random_ID numeric
@attribute NZDep2006 numeric
@attribute ch_asian numeric
@attribute ch_euro numeric
@attribute ch_maori numeric
@attribute ch_melaa numeric
@attribute ch_other numeric
@attribute ch_pacific numeric
@attribute m_age numeric
@attribute m_asian numeric
@attribute m_euro numeric
@attribute m_maori numeric
@attribute m_melaa numeric
@attribute m_other numeric
@attribute m_pacific numeric
@attribute m_wklfs_code numeric
@attribute d_age numeric
@attribute d_asian numeric
@attribute d_euro numeric
@attribute d_maori numeric
@attribute d_melaa numeric
@attribute d_other numeric
@attribute d_pacific numeric
@attribute d_wklfs_code numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_tenure_holder_code numeric
@attribute m_education numeric
@attribute m_work_hours numeric
@attribute m_smoke numeric
@attribute m_income_srce7 numeric
@attribute m_income_srce8 numeric
@attribute m_income_srce9 numeric
@attribute m_income_srce10 numeric
@attribute m_income_srce11 numeric
@attribute m_income_srce12 numeric
@attribute d_years_at_addr_code numeric
@attribute d_tenure_holder_code numeric
@attribute d_education numeric
@attribute d_work_hours numeric
@attribute d_smoke numeric
@attribute d_income_srce7 numeric
@attribute d_income_srce8 numeric
@attribute d_income_srce9 numeric
@attribute d_income_srce11 numeric
@attribute d_income_srce12 numeric
@attribute ch_sex numeric
@attribute child_depend_family_type_code numeric
@attribute d_family_role_code numeric
@attribute heat_fuel numeric
@attribute m_family_role_code numeric
@attribute telecomm1_code numeric
@attribute telecomm2_code numeric
@attribute telecomm4_code numeric
@attribute usual_resdnt_count_code numeric
@attribute twin numeric
@attribute singparstat numeric
@attribute 'prediction margin' numeric
@attribute 'predicted total_income_hhld_code' {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute total_income_hhld_code {1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
8567,8,0,1,0,0,0,0,19,0,1,0,0,0,0,4,23,0,1,0,0,0,0,1,3,1,2,0,0,2,0,0,0,0,0,0,0,2,8,43,1,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.221897,11,?
6541,1,0,1,0,0,0,0,36,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,1,1,10,0,?,0,0,0,0,0,0,1,1,3,45,3,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.522585,14,?
7296,6,0,1,1,0,0,1,33,0,1,1,0,0,0,4,28,0,1,0,0,0,1,1,4,4,1,1,0,2,0,0,0,0,0,0,6,1,0,56,3,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.286875,12,?
8763,4,0,1,0,0,0,0,28,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,4,7,1,2,10,3,0,0,0,0,0,0,7,1,8,70,2,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.351571,13,?
9804,3,0,0,0,0,1,0,37,0,0,0,0,1,0,4,42,0,0,0,0,1,0,1,4,0,1,?,0,3,0,0,0,0,0,0,2,1,9,45,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.367074,14,?
8006,8,0,0,0,0,0,1,22,0,0,0,0,0,1,3,?,?,?,?,?,?,?,?,4,0,2,1,0,1,0,0,0,0,0,1,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,99,7,1,2,-0.32561,14,?
6598,10,0,1,0,0,0,0,24,0,1,0,0,0,0,4,25,?,?,0,0,0,?,1,3,0,2,5,0,1,0,0,0,0,0,0,0,?,2,0,1,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.199296,11,?
6975,6,0,0,0,0,1,0,31,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,3,1,1,4,0,3,0,0,0,0,0,0,1,1,8,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.328311,13,?
8835,2,0,1,0,0,0,0,31,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,3,1,10,0,3,0,0,0,0,0,0,3,1,8,40,1,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.404195,13,?
8730,4,0,0,1,0,0,1,25,0,0,0,0,0,1,3,24,0,0,0,0,0,1,1,3,4,2,9,0,1,1,0,0,0,1,1,12,2,4,50,1,1,0,0,1,1,1,21,1,1,1,1,2,4,8,1,1,-0.413068,14,?
5706,6,0,0,0,0,1,1,23,0,0,0,0,1,0,3,?,?,?,?,?,?,?,?,4,18,2,9,0,1,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,4,4,1,2,-0.340171,14,?
7112,8,0,1,1,0,0,0,29,0,1,0,0,0,0,4,23,0,1,1,0,0,0,1,3,3,2,1,2,3,0,0,0,0,0,0,1,2,1,?,2,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.230331,12,?
5895,9,0,0,1,0,0,0,24,0,0,1,0,0,0,4,29,0,0,1,?,?,?,?,3,1,2,0,0,1,0,0,0,0,0,0,0,?,8,0,1,0,0,0,0,0,2,21,1,1,1,99,99,99,6,1,1,-0.200921,7,?
6521,8,0,0,1,0,0,0,29,0,1,0,0,0,0,2,29,0,0,1,0,0,0,1,3,0,1,6,7,3,0,0,0,0,0,0,2,1,8,42,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.317779,12,?
8842,4,0,1,1,0,1,0,34,0,0,0,0,1,0,4,37,?,1,?,?,?,?,?,3,5,1,11,12,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.261925,14,?
7651,4,0,1,0,0,0,0,31,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,1,1,9,0,2,0,0,0,0,0,0,1,1,11,53,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.329829,12,?
6088,4,0,1,0,0,0,0,32,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,5,2,1,8,0,3,0,0,0,0,1,1,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,99,7,2,2,-0.249348,14,?
6622,9,0,0,0,0,0,1,31,0,0,0,0,0,1,3,35,0,0,0,0,0,1,1,3,0,1,2,0,2,0,0,0,0,0,0,0,1,3,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,8,1,1,-0.23543,13,?
5329,9,1,0,0,0,0,0,37,1,0,0,0,0,0,1,39,1,0,0,0,0,0,1,2,1,1,13,36,3,0,0,0,0,0,0,?,1,11,50,2,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.430143,12,?
7852,6,0,1,0,0,0,0,28,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,3,4,1,11,0,3,0,0,0,0,0,0,?,1,9,44,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.267647,13,?
7613,6,0,1,0,0,0,0,19,0,1,0,0,0,0,2,23,0,1,0,0,0,0,1,3,3,2,0,0,3,0,0,0,0,0,0,3,2,0,53,2,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.251022,12,?
6599,5,0,0,1,0,0,0,29,0,1,1,0,0,0,1,32,0,0,1,0,0,0,1,4,1,2,11,35,3,0,0,0,0,0,0,1,2,11,50,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.295903,14,?
8849,8,0,1,1,0,0,1,25,0,1,1,0,0,1,4,?,?,?,?,?,?,?,?,3,3,2,3,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,99,99,5,1,2,-0.214892,7,?
8804,3,0,1,0,0,0,0,31,0,1,0,0,0,0,2,32,0,1,0,0,0,0,1,4,2,1,7,15,3,0,0,0,0,0,0,2,1,9,50,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.386639,13,?
7798,3,1,1,0,0,0,0,35,1,0,0,0,0,0,4,32,0,1,0,0,0,0,1,4,4,1,11,0,2,0,0,0,0,0,0,0,1,12,41,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.468115,14,?
5803,10,0,0,0,1,0,0,30,0,0,0,1,1,0,4,?,?,?,?,?,?,?,?,2,1,2,?,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,99,3,1,2,-0.156187,5,?
5416,1,0,1,0,0,0,0,33,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,4,0,2,12,40,2,0,0,0,0,0,0,1,2,4,50,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.447499,14,?
4230,5,0,1,0,0,0,0,36,0,1,0,0,0,0,4,47,0,1,0,0,0,0,1,3,0,1,11,0,3,0,0,0,0,0,0,4,1,11,40,3,0,0,0,0,0,1,21,1,1,1,99,2,99,4,1,1,-0.421463,12,?
7201,10,0,0,0,0,0,0,40,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,3,2,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,99,99,6,2,2,-0.216587,7,?
5022,1,0,1,0,0,0,0,36,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,6,1,0,0,2,0,0,0,0,0,0,6,1,1,?,1,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.280474,14,?
8097,4,0,1,0,0,0,0,22,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,0,2,0,0,3,0,0,0,0,0,0,0,2,?,45,1,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.356496,12,?
4346,2,0,1,0,0,0,0,41,0,1,0,0,0,0,2,49,0,1,0,0,0,0,1,4,0,1,11,10,3,0,0,0,0,0,0,0,1,3,60,?,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,-0.456717,14,?
7274,9,1,0,0,0,0,0,31,1,0,0,0,0,0,1,41,1,0,0,0,0,0,1,4,3,2,0,40,3,1,0,0,0,0,0,2,1,10,40,3,1,0,0,0,0,1,21,1,1,1,1,2,4,10,1,1,-0.307417,14,?
4017,7,0,1,0,0,0,0,23,0,1,0,0,0,0,2,30,0,1,0,0,0,0,1,3,1,1,9,20,1,0,0,0,0,0,0,2,1,?,40,3,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.338835,12,?
9892,8,1,0,0,0,0,0,42,1,0,0,0,0,0,2,29,1,0,0,0,0,0,1,3,0,2,0,40,3,0,1,0,0,0,0,1,2,0,50,3,0,1,0,0,0,1,21,1,1,1,1,2,99,8,1,1,-0.214076,12,?
8868,8,0,0,0,0,0,1,19,0,?,1,0,?,0,3,18,0,0,0,0,0,0,4,4,0,2,0,0,3,1,0,1,0,0,1,0,2,0,0,2,1,0,1,0,1,2,21,1,1,1,1,2,4,8,1,1,-0.329836,14,?
8276,10,0,0,0,0,0,1,39,0,0,0,0,0,1,1,52,0,0,0,0,0,1,1,2,?,?,0,40,3,0,0,0,0,0,0,8,2,4,40,3,0,0,0,0,0,1,21,1,1,1,1,2,99,7,1,1,-0.242232,13,?
9029,3,1,1,0,0,0,0,29,1,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,6,1,11,0,3,0,0,0,0,0,0,?,?,12,50,?,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.359087,14,?
7546,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,24,0,1,0,0,0,0,1,3,2,2,7,0,1,0,0,0,0,0,0,3,2,1,45,1,0,0,0,0,0,1,21,1,1,1,99,2,4,5,1,1,-0.282962,12,?
4934,6,0,1,0,0,0,0,30,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,4,1,2,?,0,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,99,99,3,1,2,-0.203167,7,?
7912,6,0,1,1,0,0,0,17,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,2,0,2,1,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,99,3,1,2,-0.180048,7,?
6104,3,0,0,0,0,0,0,24,0,0,0,0,1,0,4,29,0,0,0,0,0,0,1,6,0,2,2,0,3,1,0,0,1,0,1,1,2,8,60,1,1,0,0,0,1,1,21,1,1,1,1,2,4,7,1,1,-0.431734,14,?
8109,7,0,1,0,0,0,1,29,0,0,0,0,0,1,4,26,0,0,0,0,0,1,4,2,19,2,1,0,3,0,0,0,0,0,1,?,2,0,0,1,0,0,0,0,1,2,21,1,1,1,1,2,99,6,1,1,-0.19585,14,?
5908,3,0,0,0,0,1,0,34,0,0,0,0,1,0,1,36,0,0,0,0,1,0,1,4,2,1,11,38,3,0,0,0,0,0,0,2,1,2,?,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.306822,13,?
9273,1,0,0,0,0,1,0,35,0,0,0,0,1,0,4,38,0,1,0,0,1,0,1,3,2,2,9,0,2,0,0,0,0,0,0,0,2,1,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.332038,14,?
8753,10,0,0,0,0,0,1,39,0,0,0,0,0,1,4,?,?,?,?,?,?,?,?,3,4,2,1,0,1,1,0,1,0,1,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,99,99,4,8,1,2,-0.26246,13,?
4546,6,0,0,0,1,1,0,29,0,0,0,1,1,0,1,33,0,0,0,0,1,0,1,3,0,1,11,25,3,0,0,0,0,0,0,1,1,11,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.381012,14,?
9781,7,0,0,0,0,0,0,33,1,?,?,?,0,0,4,33,1,0,0,0,0,0,1,2,?,2,9,40,?,0,0,0,0,0,0,2,2,4,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,2,1,-0.283987,12,?
7715,5,0,0,0,0,1,0,32,0,0,0,0,1,0,2,36,1,?,?,?,?,?,?,4,6,1,10,20,3,0,0,0,0,0,0,12,?,?,60,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.375644,14,?
6689,8,0,0,0,0,1,0,31,0,0,0,0,1,0,4,32,0,0,0,0,1,0,1,3,4,1,9,0,2,0,0,0,0,0,0,4,1,3,44,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.479348,13,?
4379,4,0,1,0,0,0,0,27,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,2,2,2,3,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,99,2,99,3,1,2,-0.195418,7,?
4802,1,0,0,0,0,1,0,27,0,0,0,0,1,0,1,?,?,?,?,?,?,?,?,3,0,2,3,50,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,4,6,1,2,-0.241564,13,?
9059,7,0,0,0,0,1,0,18,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,4,10,1,8,0,3,0,1,0,0,0,1,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,4,5,1,2,-0.242068,13,?
6660,10,0,0,0,0,1,0,36,0,0,0,0,1,0,4,?,?,?,?,?,?,?,?,3,0,2,13,0,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,99,99,4,1,2,-0.333113,7,?
7640,9,0,0,1,0,0,0,28,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,1,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,99,5,1,2,-0.298924,7,?
6331,1,0,1,0,0,0,0,30,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,5,2,1,3,0,2,0,0,0,0,0,0,0,1,11,40,?,0,0,0,0,0,2,21,1,1,1,1,2,4,8,1,1,-0.387473,14,?
6750,7,0,1,1,0,0,0,24,0,1,0,0,0,0,1,19,0,1,1,0,0,0,1,3,2,2,2,40,1,0,0,0,0,0,0,2,2,1,50,1,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.260832,12,?
8969,8,0,1,1,0,0,0,41,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,4,0,2,0,0,2,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,4,8,1,2,-0.220801,14,?
8896,4,0,1,0,0,0,0,29,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,2,2,1,0,1,0,0,0,0,0,0,1,2,2,50,2,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.319178,13,?
5722,10,1,1,0,0,0,0,38,0,1,0,0,0,0,4,39,?,0,0,0,0,0,4,3,3,2,11,0,2,0,0,0,0,0,0,?,?,0,0,3,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,-0.14108,7,?
6674,4,0,1,0,0,0,0,38,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,3,2,1,10,9,3,0,0,0,0,0,0,2,1,10,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.377014,14,?
8141,7,0,0,0,0,0,1,24,0,1,0,0,0,0,4,31,0,0,0,0,0,1,1,4,2,2,8,40,1,0,1,1,1,0,0,0,2,1,40,1,0,1,1,0,1,1,21,1,1,1,1,99,99,6,1,1,-0.216266,14,?
8439,7,0,1,1,0,0,0,24,0,1,1,0,0,0,4,25,0,1,0,0,0,0,1,3,10,2,6,0,3,0,0,0,0,0,0,3,2,8,45,1,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.288198,12,?
6103,6,0,0,0,0,1,0,35,0,0,0,0,1,0,4,38,?,1,0,0,0,0,1,4,4,1,11,0,3,0,0,0,0,0,0,?,1,?,?,?,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.318647,12,?
9354,6,0,1,1,0,0,0,35,0,1,0,0,0,0,2,36,0,0,0,0,1,0,1,3,?,1,7,20,3,0,0,0,0,0,0,2,1,8,50,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.321598,12,?
7448,10,0,0,1,0,0,0,35,0,0,1,0,0,0,4,33,0,0,1,0,0,0,1,3,1,?,0,0,1,0,0,0,0,0,0,5,2,1,40,1,0,0,0,0,0,1,21,1,1,1,1,99,99,6,1,1,-0.226708,12,?
6303,6,0,1,0,0,0,0,33,0,1,0,0,0,0,2,32,0,?,0,0,0,?,?,3,3,1,4,10,3,0,0,0,0,0,0,3,?,?,0,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.223028,13,?
7154,7,0,1,0,0,0,0,28,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,3,1,1,8,105,?,0,0,0,0,0,0,3,1,4,?,3,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,-0.325363,13,?
9303,3,0,1,1,0,0,0,26,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,3,3,2,9,0,3,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,99,3,1,2,-0.173023,8,?
7734,4,0,1,0,0,0,0,36,0,0,0,0,1,0,4,34,0,1,0,0,0,0,1,4,2,1,1,0,3,0,0,0,0,0,0,3,1,12,48,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.386303,14,?
5249,7,0,0,1,0,0,0,29,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,3,2,0,0,?,0,1,1,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,99,2,99,5,1,2,-0.22635,14,?
5903,6,0,0,0,0,0,0,30,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,3,2,?,?,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,4,4,1,2,-0.125538,5,?
4362,9,0,1,0,0,0,0,31,0,1,0,0,0,0,4,31,0,0,0,0,1,0,1,2,0,1,11,0,1,0,0,0,0,0,0,0,1,8,44,2,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.33735,13,?
9966,1,0,0,0,0,1,0,33,0,0,0,0,1,0,1,39,0,0,0,0,1,0,1,3,4,1,11,50,3,0,0,0,0,0,0,2,1,2,45,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.448695,14,?
7678,6,0,1,1,0,0,0,30,0,1,1,0,0,0,4,29,0,1,0,0,0,0,1,3,0,1,8,0,2,0,0,0,0,0,0,3,1,3,50,2,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.300879,12,?
4200,1,0,1,0,0,0,1,21,0,1,0,0,0,0,4,32,0,1,0,0,0,1,1,3,0,2,7,0,1,0,0,0,0,0,0,0,2,3,38,1,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.266317,12,?
3955,9,0,0,0,0,0,1,29,0,0,0,0,0,1,4,43,0,0,0,0,0,1,1,3,0,2,?,0,3,0,0,0,0,0,0,0,2,4,?,2,0,0,0,0,0,2,23,1,?,1,1,99,99,5,1,1,-0.172318,11,?
5973,10,0,0,1,0,0,1,28,0,1,0,0,0,1,4,35,0,0,0,0,0,1,1,3,0,2,0,0,3,0,0,0,0,0,0,0,2,0,40,1,0,0,0,0,0,2,21,1,0,1,99,2,99,5,1,1,-0.230156,12,?
8045,5,0,1,1,0,0,0,33,0,1,0,0,0,0,4,38,0,0,1,0,0,0,1,3,0,2,2,0,2,0,0,0,0,0,0,2,2,0,60,1,0,0,0,0,0,2,21,1,1,1,99,2,99,5,1,1,-0.368777,12,?
4621,3,0,1,0,0,0,0,25,0,1,0,0,0,0,4,32,0,1,0,0,?,0,1,3,0,2,9,0,3,0,0,0,0,0,1,0,2,?,0,?,0,0,0,0,1,1,21,1,1,1,1,2,4,4,1,1,-0.435103,14,?
6257,4,1,1,1,0,1,0,32,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,4,0,2,0,0,2,0,0,0,0,0,0,0,2,1,50,1,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.348982,12,?
6797,10,0,1,0,0,0,1,31,0,1,1,0,0,1,1,27,0,0,0,0,0,1,1,2,6,2,1,40,3,0,0,0,0,0,0,4,2,1,40,1,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.261244,12,?
4675,8,0,1,0,0,1,0,26,1,?,?,0,0,?,4,37,0,1,0,0,0,0,1,2,3,?,9,0,3,0,0,0,0,0,0,3,1,11,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.247025,13,?
9675,5,0,1,0,0,0,0,33,0,1,0,0,0,0,2,30,?,1,0,0,1,?,?,3,4,1,9,25,2,0,0,0,0,0,0,6,?,8,40,2,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.338294,13,?
8071,1,0,1,0,0,0,0,34,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,3,1,2,0,3,0,0,0,0,0,0,5,1,11,45,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.501472,14,?
9843,9,0,0,0,0,0,1,23,0,0,0,0,0,1,4,25,0,0,0,0,0,1,1,4,8,2,?,0,2,0,0,0,1,0,1,1,2,0,40,3,0,0,0,0,1,2,21,1,1,1,99,2,4,6,1,1,-0.40228,14,?
6000,6,0,0,0,0,1,0,29,0,0,0,0,1,0,4,36,0,1,0,0,0,0,1,3,1,1,2,0,2,0,0,0,0,0,0,2,1,4,40,3,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.319038,12,?
8382,9,0,0,1,0,0,0,21,0,0,1,0,0,0,2,?,?,?,?,?,?,?,?,3,2,2,10,15,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,4,4,1,2,-0.231848,7,?
7990,2,1,0,0,0,0,0,38,1,0,0,0,0,0,1,43,1,0,0,0,0,0,1,5,2,1,6,40,3,1,0,0,0,0,0,2,1,11,40,3,1,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,-0.478363,14,?
4694,4,1,1,1,0,0,0,33,1,0,1,0,0,0,2,37,0,1,0,0,0,0,1,4,3,1,8,10,2,0,0,0,0,0,0,3,1,2,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.271742,13,?
4852,6,1,0,0,0,0,0,31,1,0,0,0,0,0,3,35,1,0,0,0,0,0,1,3,8,1,13,?,3,0,0,0,0,0,0,4,1,11,0,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,2,1,-0.23325,13,?
6518,6,0,1,0,0,0,0,32,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,3,0,2,2,0,2,0,0,0,0,0,0,0,?,8,40,1,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.316271,12,?
8345,5,0,1,0,0,0,0,32,0,1,0,0,0,0,4,30,0,1,0,0,0,0,1,4,1,1,11,0,3,0,0,0,0,0,0,2,1,8,55,1,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.358753,13,?
4203,9,0,1,1,0,0,0,?,?,?,?,?,?,?,?,17,0,1,0,0,0,0,2,2,?,?,?,0,?,0,0,0,0,0,0,?,2,11,20,1,0,0,0,1,0,1,31,1,1,?,1,2,99,8,1,3,-0.144797,7,?
8313,5,0,1,0,0,0,0,32,0,1,0,0,0,0,1,23,0,1,0,0,0,0,1,2,1,2,3,40,3,0,0,0,0,0,0,3,2,1,40,?,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,-0.301011,12,?
5337,8,0,1,0,0,0,0,31,0,1,0,0,0,0,3,33,0,1,0,0,0,0,1,2,0,2,11,0,?,0,0,0,0,0,0,0,2,11,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.365763,13,?
5308,7,0,1,0,0,0,0,29,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,4,0,2,3,0,?,0,0,0,0,0,0,0,2,8,60,1,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,-0.407956,12,?
4034,5,0,1,0,0,0,0,40,0,1,0,0,0,0,1,42,0,1,0,0,0,0,4,3,0,1,13,40,?,0,0,0,0,0,0,0,1,11,0,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.377306,14,?
5620,10,0,0,1,0,0,0,26,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,0,0,1,1,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,99,99,8,1,2,-0.288968,7,?
7398,2,0,1,1,0,0,0,33,0,1,0,0,0,0,4,46,0,0,1,0,0,0,1,3,5,1,2,0,2,0,0,0,0,0,0,0,1,1,32,2,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.285931,14,?
8150,3,0,1,0,0,0,0,27,0,1,0,0,0,0,2,27,0,1,0,0,0,0,1,3,4,1,0,4,3,0,0,0,0,0,0,7,1,8,50,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.329647,12,?
6397,7,0,1,0,0,0,0,23,0,1,0,0,0,0,1,?,?,?,?,?,?,?,?,2,0,2,1,40,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,99,2,1,2,-0.238621,7,?
6252,4,0,1,0,0,0,0,34,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,1,1,10,0,2,0,0,0,0,0,0,1,1,10,46,2,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.395767,12,?
4185,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,30,0,1,0,0,0,0,1,3,4,2,11,0,3,0,0,0,0,0,0,3,2,9,40,?,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.320954,13,?
